year,team,conference,sp_rating,sp_ranking
2005,Texas,SEC,35.3,1.0
2005,USC,Big Ten,34.7,2.0
2005,Ohio State,Big Ten,31.2,3.0
2005,Penn State,Big Ten,29.3,4.0
2005,Miami,ACC,26.0,5.0
2005,Virginia Tech,ACC,25.5,6.0
2005,Texas Tech,Big 12,25.4,7.0
2005,Georgia,SEC,22.3,8.0
2005,Notre Dame,FBS Independents,21.8,9.0
2005,Iowa,Big Ten,20.9,10.0
2005,Auburn,SEC,20.7,11.0
2005,LSU,SEC,20.3,12.0
2005,Louisville,ACC,20.3,12.0
2005,Alabama,SEC,19.8,14.0
2005,Boston College,ACC,19.2,15.0
2005,Oklahoma,SEC,19.0,16.0
2005,California,ACC,18.4,17.0
2005,Oregon,Big Ten,18.1,18.0
2005,Michigan,Big Ten,18.1,18.0
2005,Minnesota,Big Ten,15.9,20.0
2005,West Virginia,Big 12,15.8,21.0
2005,Washington State,Pac-12,13.0,22.0
2005,Iowa State,Big 12,13.0,22.0
2005,Michigan State,Big Ten,12.9,24.0
2005,Clemson,ACC,12.9,24.0
2005,Arizona State,Big 12,12.5,26.0
2005,Tennessee,SEC,12.3,27.0
2005,Purdue,Big Ten,11.8,28.0
2005,Colorado,Big 12,11.7,29.0
2005,Wisconsin,Big Ten,11.1,30.0
2005,Fresno State,Pac-12,10.6,31.0
2005,Arkansas,SEC,10.6,31.0
2005,TCU,Big 12,10.5,33.0
2005,Nebraska,Big Ten,10.3,34.0
2005,NC State,ACC,9.4,35.0
2005,Maryland,Big Ten,9.0,36.0
2005,UCLA,Big Ten,8.7,37.0
2005,Kansas,Big 12,8.5,38.0
2005,Northwestern,Big Ten,8.0,39.0
2005,Toledo,Mid-American,7.6,40.0
2005,Texas A&M,SEC,7.3,41.0
2005,Utah,Big 12,7.2,42.0
2005,Georgia Tech,ACC,6.9,43.0
2005,Pittsburgh,ACC,6.8,44.0
2005,Florida,SEC,6.7,45.0
2005,South Carolina,SEC,6.3,46.0
2005,Kansas State,Big 12,6.1,47.0
2005,Northern Illinois,Mountain West,5.9,48.0
2005,Missouri,SEC,5.7,49.0
2005,Virginia,ACC,5.6,50.0
2005,Florida State,ACC,5.4,51.0
2005,Boise State,Pac-12,4.5,52.0
2005,Rutgers,Big Ten,4.0,53.0
2005,BYU,Big 12,2.8,54.0
2005,UTEP,Mountain West,2.4,55.0
2005,South Florida,American Athletic,2.3,56.0
2005,UAB,American Athletic,2.3,56.0
2005,Washington,Big Ten,1.9,58.0
2005,Oregon State,Pac-12,1.5,59.0
2005,Tulsa,American Athletic,1.5,59.0
2005,Arizona,Big 12,1.5,59.0
2005,UConn,FBS Independents,1.4,62.0
2005,Baylor,Big 12,1.2,63.0
2005,Oklahoma State,Big 12,1.1,64.0
2005,Southern Miss,Sun Belt,1.1,64.0
2005,Stanford,ACC,0.6,66.0
2005,Miami (OH),Mid-American,0.3,67.0
2005,New Mexico,Mountain West,0.2,68.0
2005,Bowling Green,Mid-American,-0.9,69.0
2005,Houston,Big 12,-1.0,70.0
2005,Navy,American Athletic,-2.1,71.0
2005,San Diego State,Pac-12,-2.4,72.0
2005,Hawai'i,Mountain West,-2.9,73.0
2005,Colorado State,Pac-12,-2.9,73.0
2005,Air Force,Mountain West,-3.4,75.0
2005,Memphis,American Athletic,-3.4,75.0
2005,North Carolina,ACC,-3.5,77.0
2005,Vanderbilt,SEC,-3.8,78.0
2005,Wake Forest,ACC,-3.9,79.0
2005,Wyoming,Mountain West,-4.0,80.0
2005,Ole Miss,SEC,-4.2,81.0
2005,East Carolina,American Athletic,-4.6,82.0
2005,Indiana,Big Ten,-4.7,83.0
2005,Akron,Mid-American,-5.8,84.0
2005,Louisiana Tech,Conference USA,-6.0,85.0
2005,Nevada,Mountain West,-6.5,86.0
2005,Mississippi State,SEC,-7.0,87.0
2005,Central Michigan,Mid-American,-8.1,88.0
2005,Illinois,Big Ten,-8.8,89.0
2005,Marshall,Sun Belt,-9.4,90.0
2005,Cincinnati,Big 12,-9.9,91.0
2005,Syracuse,ACC,-10.7,92.0
2005,UCF,Big 12,-11.7,93.0
2005,Kentucky,SEC,-12.5,94.0
2005,SMU,ACC,-13.0,95.0
2005,Western Michigan,Mid-American,-13.9,96.0
2005,San José State,Mountain West,-14.7,97.0
2005,Middle Tennessee,Conference USA,-15.3,98.0
2005,UNLV,Mountain West,-15.3,98.0
2005,Arkansas State,Sun Belt,-15.6,100.0
2005,Army,American Athletic,-16.3,101.0
2005,Tulane,American Athletic,-17.1,102.0
2005,Troy,Sun Belt,-17.2,103.0
2005,Louisiana,Sun Belt,-17.7,104.0
2005,Eastern Michigan,Mid-American,-18.5,105.0
2005,Ball State,Mid-American,-18.5,105.0
2005,Kent State,Mid-American,-19.0,107.0
2005,Duke,ACC,-20.2,108.0
2005,Ohio,Mid-American,-20.8,109.0
2005,Rice,American Athletic,-21.6,110.0
2005,UL Monroe,Sun Belt,-22.6,111.0
2005,Florida International,Conference USA,-23.5,112.0
2005,Utah State,Pac-12,-23.9,113.0
2005,Florida Atlantic,American Athletic,-24.9,114.0
2005,Buffalo,Mid-American,-28.6,115.0
2005,Temple,American Athletic,-29.1,116.0
2005,North Texas,American Athletic,-29.2,117.0
2005,New Mexico State,Conference USA,-29.2,117.0
2005,nationalAverages,,1.2974576271186442,
2006,LSU,SEC,31.6,1.0
2006,USC,Big Ten,30.3,2.0
2006,Louisville,ACC,27.3,3.0
2006,Ohio State,Big Ten,27.0,4.0
2006,Florida,SEC,26.5,5.0
2006,West Virginia,Big 12,25.4,6.0
2006,Oklahoma,SEC,23.5,7.0
2006,Michigan,Big Ten,22.6,8.0
2006,BYU,Big 12,21.9,9.0
2006,Texas,SEC,21.9,9.0
2006,Virginia Tech,ACC,21.0,11.0
2006,Arkansas,SEC,20.6,12.0
2006,Auburn,SEC,19.4,13.0
2006,Wisconsin,Big Ten,19.1,14.0
2006,South Carolina,SEC,19.1,14.0
2006,Tennessee,SEC,18.9,16.0
2006,Boise State,Pac-12,18.7,17.0
2006,Texas Tech,Big 12,17.9,18.0
2006,Georgia,SEC,17.8,19.0
2006,California,ACC,17.6,20.0
2006,TCU,Big 12,17.3,21.0
2006,Clemson,ACC,16.7,22.0
2006,Boston College,ACC,14.8,23.0
2006,Rutgers,Big Ten,14.8,23.0
2006,Nebraska,Big Ten,14.7,25.0
2006,Missouri,SEC,14.4,26.0
2006,Pittsburgh,ACC,14.4,26.0
2006,Miami,ACC,13.9,28.0
2006,Oklahoma State,Big 12,13.7,29.0
2006,Georgia Tech,ACC,13.5,30.0
2006,Iowa,Big Ten,13.4,31.0
2006,Arizona State,Big 12,13.3,32.0
2006,Hawai'i,Mountain West,13.1,33.0
2006,Penn State,Big Ten,12.7,34.0
2006,Utah,Big 12,12.0,35.0
2006,Florida State,ACC,11.9,36.0
2006,Notre Dame,FBS Independents,11.5,37.0
2006,Alabama,SEC,11.4,38.0
2006,Oregon State,Pac-12,11.3,39.0
2006,Oregon,Big Ten,11.2,40.0
2006,South Florida,American Athletic,10.7,41.0
2006,Texas A&M,SEC,10.1,42.0
2006,UCLA,Big Ten,8.8,43.0
2006,Cincinnati,Big 12,7.9,44.0
2006,Houston,Big 12,7.6,45.0
2006,Washington State,Pac-12,7.4,46.0
2006,Kansas,Big 12,6.9,47.0
2006,Wake Forest,ACC,6.5,48.0
2006,Kansas State,Big 12,5.8,49.0
2006,Virginia,ACC,4.6,50.0
2006,Maryland,Big Ten,4.6,50.0
2006,Purdue,Big Ten,4.4,52.0
2006,Minnesota,Big Ten,3.8,53.0
2006,Tulsa,American Athletic,2.1,54.0
2006,Vanderbilt,SEC,1.9,55.0
2006,Colorado,Big 12,1.8,56.0
2006,Kentucky,SEC,1.7,57.0
2006,Nevada,Mountain West,0.9,58.0
2006,Washington,Big Ten,0.3,59.0
2006,Wyoming,Mountain West,0.3,59.0
2006,NC State,ACC,0.2,61.0
2006,Southern Miss,Sun Belt,-0.3,62.0
2006,New Mexico,Mountain West,-0.5,63.0
2006,East Carolina,American Athletic,-0.9,64.0
2006,Arizona,Big 12,-1.0,65.0
2006,Michigan State,Big Ten,-1.3,66.0
2006,San José State,Mountain West,-1.8,67.0
2006,Navy,American Athletic,-1.9,68.0
2006,Northern Illinois,Mountain West,-2.5,69.0
2006,Illinois,Big Ten,-2.8,70.0
2006,UConn,FBS Independents,-2.9,71.0
2006,Ole Miss,SEC,-3.2,72.0
2006,Baylor,Big 12,-3.6,73.0
2006,Syracuse,ACC,-3.6,73.0
2006,Northwestern,Big Ten,-4.9,75.0
2006,Colorado State,Pac-12,-5.4,76.0
2006,Akron,Mid-American,-6.1,77.0
2006,Central Michigan,Mid-American,-6.1,77.0
2006,North Carolina,ACC,-6.2,79.0
2006,Kent State,Mid-American,-6.2,79.0
2006,UTEP,Mountain West,-6.2,79.0
2006,Iowa State,Big 12,-6.7,82.0
2006,Mississippi State,SEC,-6.7,82.0
2006,Western Michigan,Mid-American,-7.1,84.0
2006,Ball State,Mid-American,-7.5,85.0
2006,SMU,ACC,-7.7,86.0
2006,Marshall,Sun Belt,-7.9,87.0
2006,Fresno State,Pac-12,-8.1,88.0
2006,Air Force,Mountain West,-8.8,89.0
2006,Ohio,Mid-American,-9.5,90.0
2006,Toledo,Mid-American,-9.6,91.0
2006,Indiana,Big Ten,-9.9,92.0
2006,New Mexico State,Conference USA,-10.2,93.0
2006,UCF,Big 12,-10.3,94.0
2006,Rice,American Athletic,-10.5,95.0
2006,UAB,American Athletic,-11.3,96.0
2006,Troy,Sun Belt,-11.5,97.0
2006,Miami (OH),Mid-American,-13.0,98.0
2006,Memphis,American Athletic,-13.2,99.0
2006,San Diego State,Pac-12,-13.2,99.0
2006,Middle Tennessee,Conference USA,-13.5,101.0
2006,Bowling Green,Mid-American,-14.1,102.0
2006,Stanford,ACC,-14.1,102.0
2006,UNLV,Mountain West,-14.5,104.0
2006,UL Monroe,Sun Belt,-15.0,105.0
2006,Tulane,American Athletic,-15.0,105.0
2006,Louisiana,Sun Belt,-19.3,107.0
2006,Duke,ACC,-19.5,108.0
2006,Florida Atlantic,American Athletic,-19.6,109.0
2006,Arkansas State,Sun Belt,-21.8,110.0
2006,Eastern Michigan,Mid-American,-22.0,111.0
2006,Louisiana Tech,Conference USA,-22.2,112.0
2006,Idaho,Big Sky,-23.7,113.0
2006,Army,American Athletic,-24.3,114.0
2006,North Texas,American Athletic,-24.5,115.0
2006,Florida International,Conference USA,-29.7,116.0
2006,Buffalo,Mid-American,-30.3,117.0
2006,Utah State,Pac-12,-32.1,118.0
2006,Temple,American Athletic,-33.3,119.0
2006,nationalAverages,,1.3260504201680672,
2007,USC,Big Ten,32.0,1.0
2007,Oklahoma,SEC,30.9,2.0
2007,Ohio State,Big Ten,29.2,3.0
2007,LSU,SEC,28.9,4.0
2007,Florida,SEC,28.8,5.0
2007,West Virginia,Big 12,28.2,6.0
2007,Texas,SEC,25.8,7.0
2007,Texas Tech,Big 12,24.9,8.0
2007,Kansas,Big 12,24.9,8.0
2007,Georgia,SEC,23.6,10.0
2007,Oregon,Big Ten,23.1,11.0
2007,Missouri,SEC,21.4,12.0
2007,Auburn,SEC,20.7,13.0
2007,Penn State,Big Ten,20.2,14.0
2007,Tennessee,SEC,20.2,14.0
2007,Virginia Tech,ACC,19.3,16.0
2007,Arkansas,SEC,18.0,17.0
2007,Cincinnati,Big 12,17.5,18.0
2007,Kansas State,Big 12,17.5,18.0
2007,Boston College,ACC,16.7,20.0
2007,California,ACC,16.6,21.0
2007,South Carolina,SEC,16.2,22.0
2007,Clemson,ACC,16.2,22.0
2007,South Florida,American Athletic,15.8,24.0
2007,BYU,Big 12,15.4,25.0
2007,Rutgers,Big Ten,14.3,26.0
2007,Kentucky,SEC,13.4,27.0
2007,Michigan,Big Ten,13.3,28.0
2007,Oklahoma State,Big 12,13.1,29.0
2007,Boise State,Pac-12,13.1,29.0
2007,Alabama,SEC,12.8,31.0
2007,Illinois,Big Ten,12.7,32.0
2007,Arizona State,Big 12,12.6,33.0
2007,Purdue,Big Ten,12.4,34.0
2007,Hawai'i,Mountain West,12.4,34.0
2007,Louisville,ACC,12.1,36.0
2007,Utah,Big 12,11.9,37.0
2007,Oregon State,Pac-12,11.6,38.0
2007,UCLA,Big Ten,11.2,39.0
2007,Wisconsin,Big Ten,10.4,40.0
2007,Nebraska,Big Ten,10.0,41.0
2007,Michigan State,Big Ten,10.0,41.0
2007,Florida State,ACC,9.6,43.0
2007,Georgia Tech,ACC,8.7,44.0
2007,UConn,FBS Independents,8.5,45.0
2007,Texas A&M,SEC,7.6,46.0
2007,Pittsburgh,ACC,7.5,47.0
2007,Virginia,ACC,7.5,47.0
2007,Arizona,Big 12,7.3,49.0
2007,Iowa,Big Ten,6.5,50.0
2007,Wake Forest,ACC,6.4,51.0
2007,TCU,Big 12,6.4,51.0
2007,Maryland,Big Ten,5.9,53.0
2007,Air Force,Mountain West,5.7,54.0
2007,Washington,Big Ten,5.2,55.0
2007,New Mexico,Mountain West,4.4,56.0
2007,Colorado,Big 12,4.2,57.0
2007,UCF,Big 12,3.5,58.0
2007,Washington State,Pac-12,3.2,59.0
2007,Miami,ACC,3.2,59.0
2007,Vanderbilt,SEC,2.5,61.0
2007,Mississippi State,SEC,2.0,62.0
2007,North Carolina,ACC,1.9,63.0
2007,Fresno State,Pac-12,1.8,64.0
2007,Indiana,Big Ten,-0.2,65.0
2007,Tulsa,American Athletic,-0.4,66.0
2007,Southern Miss,Sun Belt,-0.5,67.0
2007,East Carolina,American Athletic,-0.7,68.0
2007,NC State,ACC,-1.1,69.0
2007,Troy,Sun Belt,-2.4,70.0
2007,Northwestern,Big Ten,-2.4,70.0
2007,Ole Miss,SEC,-2.7,72.0
2007,Bowling Green,Mid-American,-3.8,73.0
2007,Nevada,Mountain West,-4.2,74.0
2007,Ball State,Mid-American,-4.6,75.0
2007,Houston,Big 12,-4.7,76.0
2007,Wyoming,Mountain West,-5.0,77.0
2007,Stanford,ACC,-6.7,78.0
2007,UTEP,Mountain West,-7.0,79.0
2007,Minnesota,Big Ten,-7.6,80.0
2007,Colorado State,Pac-12,-7.7,81.0
2007,Marshall,Sun Belt,-9.1,82.0
2007,Iowa State,Big 12,-9.1,82.0
2007,Notre Dame,FBS Independents,-9.7,84.0
2007,Navy,American Athletic,-9.8,85.0
2007,Central Michigan,Mid-American,-10.6,86.0
2007,Ohio,Mid-American,-11.3,87.0
2007,Syracuse,ACC,-11.7,88.0
2007,Miami (OH),Mid-American,-11.8,89.0
2007,Western Michigan,Mid-American,-12.1,90.0
2007,Kent State,Mid-American,-12.4,91.0
2007,Florida Atlantic,American Athletic,-12.5,92.0
2007,San Diego State,Pac-12,-12.6,93.0
2007,Toledo,Mid-American,-12.8,94.0
2007,Memphis,American Athletic,-12.9,95.0
2007,SMU,ACC,-13.4,96.0
2007,UNLV,Mountain West,-13.5,97.0
2007,Baylor,Big 12,-13.6,98.0
2007,Rice,American Athletic,-14.4,99.0
2007,Louisiana Tech,Conference USA,-14.8,100.0
2007,Tulane,American Athletic,-15.5,101.0
2007,Arkansas State,Sun Belt,-15.9,102.0
2007,San José State,Mountain West,-16.0,103.0
2007,Middle Tennessee,Conference USA,-16.1,104.0
2007,Northern Illinois,Mountain West,-17.0,105.0
2007,Akron,Mid-American,-17.6,106.0
2007,New Mexico State,Conference USA,-18.7,107.0
2007,Temple,American Athletic,-19.0,108.0
2007,Buffalo,Mid-American,-20.1,109.0
2007,UL Monroe,Sun Belt,-21.0,110.0
2007,UAB,American Athletic,-21.7,111.0
2007,Duke,ACC,-22.0,112.0
2007,Louisiana,Sun Belt,-22.3,113.0
2007,Western Kentucky,Conference USA,-22.5,114.0
2007,North Texas,American Athletic,-22.8,115.0
2007,Eastern Michigan,Mid-American,-24.8,116.0
2007,Idaho,Big Sky,-25.5,117.0
2007,Utah State,Pac-12,-27.6,118.0
2007,Army,American Athletic,-28.4,119.0
2007,Florida International,Conference USA,-32.9,120.0
2007,nationalAverages,,1.346666666666667,
2008,USC,Big Ten,37.0,1.0
2008,Texas,SEC,36.0,2.0
2008,Florida,SEC,34.7,3.0
2008,Oklahoma,SEC,32.4,4.0
2008,Penn State,Big Ten,29.5,5.0
2008,Iowa,Big Ten,25.5,6.0
2008,Missouri,SEC,24.0,7.0
2008,Oklahoma State,Big 12,23.4,8.0
2008,Alabama,SEC,23.0,9.0
2008,Texas Tech,Big 12,23.0,9.0
2008,Ohio State,Big Ten,22.7,11.0
2008,Georgia,SEC,20.9,12.0
2008,LSU,SEC,20.8,13.0
2008,Boise State,Pac-12,19.8,14.0
2008,Oregon,Big Ten,19.6,15.0
2008,TCU,Big 12,19.2,16.0
2008,Nebraska,Big Ten,18.9,17.0
2008,Florida State,ACC,18.7,18.0
2008,Utah,Big 12,18.2,19.0
2008,California,ACC,18.0,20.0
2008,Ole Miss,SEC,17.1,21.0
2008,Arizona,Big 12,16.3,22.0
2008,Kansas,Big 12,16.0,23.0
2008,Ball State,Mid-American,14.3,24.0
2008,Oregon State,Pac-12,14.2,25.0
2008,Clemson,ACC,12.8,26.0
2008,BYU,Big 12,12.2,27.0
2008,Tennessee,SEC,12.0,28.0
2008,Boston College,ACC,11.0,29.0
2008,Miami,ACC,10.9,30.0
2008,Wisconsin,Big Ten,10.5,31.0
2008,North Carolina,ACC,10.2,32.0
2008,Pittsburgh,ACC,9.0,33.0
2008,Illinois,Big Ten,8.9,34.0
2008,Georgia Tech,ACC,8.6,35.0
2008,Cincinnati,Big 12,8.6,35.0
2008,Virginia Tech,ACC,8.1,37.0
2008,South Florida,American Athletic,8.0,38.0
2008,South Carolina,SEC,7.8,39.0
2008,Maryland,Big Ten,7.6,40.0
2008,Northwestern,Big Ten,7.3,41.0
2008,Tulsa,American Athletic,7.0,42.0
2008,Notre Dame,FBS Independents,6.8,43.0
2008,Michigan State,Big Ten,6.6,44.0
2008,Wake Forest,ACC,6.4,45.0
2008,Houston,Big 12,6.4,45.0
2008,West Virginia,Big 12,6.2,47.0
2008,Kansas State,Big 12,6.0,48.0
2008,Troy,Sun Belt,5.0,49.0
2008,UConn,FBS Independents,4.9,50.0
2008,Rice,American Athletic,4.8,51.0
2008,Arkansas,SEC,4.8,51.0
2008,Baylor,Big 12,4.0,53.0
2008,Arizona State,Big 12,3.4,54.0
2008,Southern Miss,Sun Belt,3.1,55.0
2008,Minnesota,Big Ten,3.0,56.0
2008,Bowling Green,Mid-American,2.4,57.0
2008,Rutgers,Big Ten,2.4,57.0
2008,Purdue,Big Ten,2.4,57.0
2008,Stanford,ACC,2.2,60.0
2008,NC State,ACC,1.8,61.0
2008,Michigan,Big Ten,1.6,62.0
2008,Auburn,SEC,1.4,63.0
2008,East Carolina,American Athletic,1.3,64.0
2008,Nevada,Mountain West,0.9,65.0
2008,UCLA,Big Ten,-0.1,66.0
2008,Virginia,ACC,-0.6,67.0
2008,Air Force,Mountain West,-0.7,68.0
2008,Northern Illinois,Mountain West,-1.6,69.0
2008,Kentucky,SEC,-1.8,70.0
2008,Vanderbilt,SEC,-2.0,71.0
2008,New Mexico,Mountain West,-2.0,71.0
2008,UTEP,Mountain West,-2.7,73.0
2008,Colorado,Big 12,-2.7,73.0
2008,Iowa State,Big 12,-2.8,75.0
2008,Louisville,ACC,-3.0,76.0
2008,Western Michigan,Mid-American,-3.1,77.0
2008,Colorado State,Pac-12,-3.3,78.0
2008,Memphis,American Athletic,-3.4,79.0
2008,Fresno State,Pac-12,-3.5,80.0
2008,Navy,American Athletic,-3.5,80.0
2008,Marshall,Sun Belt,-4.2,82.0
2008,Central Michigan,Mid-American,-5.6,83.0
2008,Texas A&M,SEC,-5.6,83.0
2008,Akron,Mid-American,-6.7,85.0
2008,Duke,ACC,-6.7,85.0
2008,Hawai'i,Mountain West,-7.6,87.0
2008,Indiana,Big Ten,-8.3,88.0
2008,Florida Atlantic,American Athletic,-8.5,89.0
2008,Kent State,Mid-American,-8.5,89.0
2008,Mississippi State,SEC,-8.8,91.0
2008,Ohio,Mid-American,-9.3,92.0
2008,Temple,American Athletic,-9.4,93.0
2008,Arkansas State,Sun Belt,-9.5,94.0
2008,Louisiana Tech,Conference USA,-9.7,95.0
2008,UAB,American Athletic,-10.3,96.0
2008,Louisiana,Sun Belt,-11.1,97.0
2008,Toledo,Mid-American,-11.4,98.0
2008,UNLV,Mountain West,-12.4,99.0
2008,San José State,Mountain West,-13.2,100.0
2008,Buffalo,Mid-American,-14.4,101.0
2008,Wyoming,Mountain West,-14.5,102.0
2008,Syracuse,ACC,-14.6,103.0
2008,Middle Tennessee,Conference USA,-15.0,104.0
2008,UCF,Big 12,-15.8,105.0
2008,Miami (OH),Mid-American,-15.8,105.0
2008,Florida International,Conference USA,-17.3,107.0
2008,Tulane,American Athletic,-17.4,108.0
2008,Washington State,Pac-12,-17.5,109.0
2008,San Diego State,Pac-12,-17.9,110.0
2008,SMU,ACC,-18.5,111.0
2008,Utah State,Pac-12,-18.9,112.0
2008,Army,American Athletic,-20.3,113.0
2008,Washington,Big Ten,-21.3,114.0
2008,New Mexico State,Conference USA,-21.7,115.0
2008,Eastern Michigan,Mid-American,-22.0,116.0
2008,Western Kentucky,Conference USA,-22.1,117.0
2008,UL Monroe,Sun Belt,-26.7,118.0
2008,Idaho,Big Sky,-28.8,119.0
2008,North Texas,American Athletic,-30.9,120.0
2008,nationalAverages,,1.8041666666666667,
2009,Florida,SEC,32.8,1.0
2009,Alabama,SEC,30.2,2.0
2009,Texas,SEC,30.0,3.0
2009,Virginia Tech,ACC,27.8,4.0
2009,TCU,Big 12,25.6,5.0
2009,Miami,ACC,25.0,6.0
2009,Texas Tech,Big 12,24.6,7.0
2009,LSU,SEC,23.0,8.0
2009,Oregon,Big Ten,22.4,9.0
2009,Oklahoma,SEC,22.3,10.0
2009,Penn State,Big Ten,21.9,11.0
2009,Ohio State,Big Ten,21.0,12.0
2009,Nebraska,Big Ten,19.9,13.0
2009,Boise State,Pac-12,19.9,13.0
2009,Georgia,SEC,19.1,15.0
2009,Cincinnati,Big 12,18.2,16.0
2009,Pittsburgh,ACC,17.9,17.0
2009,Auburn,SEC,17.4,18.0
2009,Iowa,Big Ten,17.3,19.0
2009,Wisconsin,Big Ten,16.9,20.0
2009,Ole Miss,SEC,16.7,21.0
2009,USC,Big Ten,16.6,22.0
2009,Clemson,ACC,16.4,23.0
2009,Tennessee,SEC,16.2,24.0
2009,Arkansas,SEC,16.0,25.0
2009,Utah,Big 12,15.1,26.0
2009,Oklahoma State,Big 12,14.0,27.0
2009,South Carolina,SEC,13.9,28.0
2009,West Virginia,Big 12,13.8,29.0
2009,BYU,Big 12,12.7,30.0
2009,Boston College,ACC,12.7,30.0
2009,Oregon State,Pac-12,12.6,32.0
2009,Missouri,SEC,11.8,33.0
2009,Notre Dame,FBS Independents,11.0,34.0
2009,Stanford,ACC,10.7,35.0
2009,Georgia Tech,ACC,9.7,36.0
2009,Florida State,ACC,8.8,37.0
2009,Michigan State,Big Ten,8.7,38.0
2009,North Carolina,ACC,8.5,39.0
2009,Michigan,Big Ten,8.2,40.0
2009,Arizona State,Big 12,8.2,40.0
2009,Kansas,Big 12,8.0,42.0
2009,Texas A&M,SEC,7.6,43.0
2009,Arizona,Big 12,7.1,44.0
2009,California,ACC,6.5,45.0
2009,UConn,FBS Independents,5.4,46.0
2009,Purdue,Big Ten,5.1,47.0
2009,Kansas State,Big 12,5.0,48.0
2009,Air Force,Mountain West,4.7,49.0
2009,Mississippi State,SEC,4.7,49.0
2009,UCLA,Big Ten,4.6,51.0
2009,Fresno State,Pac-12,4.1,52.0
2009,Houston,Big 12,4.0,53.0
2009,Central Michigan,Mid-American,3.5,54.0
2009,Wake Forest,ACC,3.3,55.0
2009,Rutgers,Big Ten,3.1,56.0
2009,South Florida,American Athletic,2.8,57.0
2009,Southern Miss,Sun Belt,2.4,58.0
2009,Kentucky,SEC,2.1,59.0
2009,Iowa State,Big 12,1.0,60.0
2009,Virginia,ACC,0.7,61.0
2009,NC State,ACC,0.6,62.0
2009,Nevada,Mountain West,0.5,63.0
2009,Troy,Sun Belt,0.5,63.0
2009,Minnesota,Big Ten,0.3,65.0
2009,Colorado,Big 12,0.2,66.0
2009,Washington,Big Ten,-0.2,67.0
2009,Tulsa,American Athletic,-1.1,68.0
2009,Middle Tennessee,Conference USA,-2.1,69.0
2009,East Carolina,American Athletic,-2.3,70.0
2009,Syracuse,ACC,-2.8,71.0
2009,Navy,American Athletic,-2.9,72.0
2009,Bowling Green,Mid-American,-3.3,73.0
2009,Baylor,Big 12,-3.6,74.0
2009,Louisiana Tech,Conference USA,-3.8,75.0
2009,Northwestern,Big Ten,-4.0,76.0
2009,Maryland,Big Ten,-4.1,77.0
2009,Colorado State,Pac-12,-4.5,78.0
2009,Northern Illinois,Mountain West,-4.6,79.0
2009,Temple,American Athletic,-4.9,80.0
2009,Louisville,ACC,-5.4,81.0
2009,UCF,Big 12,-5.4,81.0
2009,Vanderbilt,SEC,-5.5,83.0
2009,UTEP,Mountain West,-5.7,84.0
2009,Illinois,Big Ten,-5.7,84.0
2009,SMU,ACC,-6.1,86.0
2009,Duke,ACC,-6.1,86.0
2009,Marshall,Sun Belt,-6.1,86.0
2009,Indiana,Big Ten,-6.7,89.0
2009,UAB,American Athletic,-6.8,90.0
2009,Toledo,Mid-American,-7.4,91.0
2009,Ohio,Mid-American,-8.6,92.0
2009,Hawai'i,Mountain West,-8.8,93.0
2009,Idaho,Big Sky,-10.6,94.0
2009,San Diego State,Pac-12,-11.0,95.0
2009,UNLV,Mountain West,-11.5,96.0
2009,Buffalo,Mid-American,-11.6,97.0
2009,Kent State,Mid-American,-11.9,98.0
2009,Western Michigan,Mid-American,-12.0,99.0
2009,Utah State,Pac-12,-12.7,100.0
2009,Memphis,American Athletic,-14.4,101.0
2009,Wyoming,Mountain West,-14.4,101.0
2009,North Texas,American Athletic,-15.1,103.0
2009,UL Monroe,Sun Belt,-15.6,104.0
2009,Florida Atlantic,American Athletic,-17.3,105.0
2009,Ball State,Mid-American,-17.3,105.0
2009,Akron,Mid-American,-17.8,107.0
2009,Arkansas State,Sun Belt,-18.2,108.0
2009,Miami (OH),Mid-American,-18.9,109.0
2009,New Mexico,Mountain West,-19.1,110.0
2009,Army,American Athletic,-21.7,111.0
2009,Tulane,American Athletic,-22.2,112.0
2009,Washington State,Pac-12,-22.2,112.0
2009,Louisiana,Sun Belt,-23.8,114.0
2009,San José State,Mountain West,-25.2,115.0
2009,Rice,American Athletic,-26.0,116.0
2009,Western Kentucky,Conference USA,-27.8,117.0
2009,New Mexico State,Conference USA,-28.5,118.0
2009,Florida International,Conference USA,-30.3,119.0
2009,Eastern Michigan,Mid-American,-32.7,120.0
2009,nationalAverages,,1.375,
2010,Alabama,SEC,30.1,1.0
2010,Ohio State,Big Ten,30.0,2.0
2010,Oregon,Big Ten,28.2,3.0
2010,Stanford,ACC,28.1,4.0
2010,Arkansas,SEC,27.1,5.0
2010,Auburn,SEC,26.5,6.0
2010,Boise State,Pac-12,26.4,7.0
2010,Oklahoma State,Big 12,25.9,8.0
2010,TCU,Big 12,25.2,9.0
2010,Oklahoma,SEC,23.5,10.0
2010,Wisconsin,Big Ten,23.1,11.0
2010,Georgia,SEC,22.2,12.0
2010,Miami,ACC,21.6,13.0
2010,Virginia Tech,ACC,21.2,14.0
2010,LSU,SEC,20.4,15.0
2010,South Carolina,SEC,20.3,16.0
2010,Florida State,ACC,19.7,17.0
2010,Missouri,SEC,19.3,18.0
2010,Nebraska,Big Ten,18.8,19.0
2010,Iowa,Big Ten,17.0,20.0
2010,Notre Dame,FBS Independents,16.5,21.0
2010,West Virginia,Big 12,16.2,22.0
2010,USC,Big Ten,15.2,23.0
