firstName,lastName,hireDate,seasons
Bronco,Mendenhall,2004-12-13T00:00:00.000Z,"[{'school': 'BYU', 'year': 2013, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 11.2, 'spOverall': 10, 'spOffense': 28.3, 'spDefense': 18.9}]"
Urban,Meyer,2011-11-28T00:00:00.000Z,"[{'school': 'Ohio State', 'year': 2013, 'games': 14, 'wins': 12, 'losses': 2, 'ties': 0, 'preseasonRank': 2, 'postseasonRank': 12, 'srs': 19.2, 'spOverall': 28.4, 'spOffense': 48.8, 'spDefense': 23.4}]"
Les,Miles,2005-01-02T00:00:00.000Z,"[{'school': 'LSU', 'year': 2013, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': 12, 'postseasonRank': 14, 'srs': 18.9, 'spOverall': 28.7, 'spOffense': 45.2, 'spDefense': 18.7}]"
Trent,Miles,2012-12-03T00:00:00.000Z,"[{'school': 'Georgia State', 'year': 2013, 'games': 12, 'wins': 0, 'losses': 12, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -22.9, 'spOverall': -32.6, 'spOffense': 13.3, 'spDefense': 44.4}]"
Charley,Molnar,2011-12-08T00:00:00.000Z,"[{'school': 'Massachusetts', 'year': 2013, 'games': 12, 'wins': 1, 'losses': 11, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -24.3, 'spOverall': -36.1, 'spOffense': 6.4, 'spDefense': 40.7}]"
Todd,Monken,2012-12-10T00:00:00.000Z,"[{'school': 'Southern Miss', 'year': 2013, 'games': 12, 'wins': 1, 'losses': 11, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -27.9, 'spOverall': -24.5, 'spOffense': 13.6, 'spDefense': 36.5}]"
Jim,Mora,2011-12-10T00:00:00.000Z,"[{'school': 'UCLA', 'year': 2013, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': 21, 'postseasonRank': 16, 'srs': 20.2, 'spOverall': 20, 'spOffense': 39, 'spDefense': 20.4}]"
Dan,Mullen,2008-12-11T00:00:00.000Z,"[{'school': 'Mississippi State', 'year': 2013, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 9.1, 'spOverall': 10.7, 'spOffense': 34.6, 'spDefense': 22.2}]"
Will,Muschamp,2010-12-11T00:00:00.000Z,"[{'school': 'Florida', 'year': 2013, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': 10, 'postseasonRank': None, 'srs': 8.3, 'spOverall': 9, 'spOffense': 25.8, 'spDefense': 15.9}]"
Ken,Niumatalolo,2007-12-08T00:00:00.000Z,"[{'school': 'Navy', 'year': 2013, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 2.4, 'spOverall': -0.3, 'spOffense': 33.4, 'spDefense': 33.5}]"
Bill,O'Brien,2012-01-07T00:00:00.000Z,"[{'school': 'Penn State', 'year': 2013, 'games': 12, 'wins': 7, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 3.2, 'spOverall': 8.9, 'spOffense': 31.6, 'spDefense': 21.6}]"
George,O'Leary,2003-12-08T00:00:00.000Z,"[{'school': 'UCF', 'year': 2013, 'games': 13, 'wins': 12, 'losses': 1, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 10, 'srs': 9.5, 'spOverall': 12.3, 'spOffense': 38.4, 'spDefense': 27.4}]"
Ed,Orgeron,2013-09-29T00:00:00.000Z,"[{'school': 'USC', 'year': 2013, 'games': 8, 'wins': 6, 'losses': 2, 'ties': 0, 'preseasonRank': 24, 'postseasonRank': 19, 'srs': 15.7, 'spOverall': 22.5, 'spOffense': 36.6, 'spDefense': 12.5}]"
Stan,Parrish,2013-11-08T00:00:00.000Z,"[{'school': 'Eastern Michigan', 'year': 2013, 'games': 3, 'wins': 1, 'losses': 2, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -32.4, 'spOverall': -35.7, 'spOffense': 17.8, 'spDefense': 50.4}]"
Paul,Pasqualoni,2011-01-13T00:00:00.000Z,"[{'school': 'UConn', 'year': 2013, 'games': 4, 'wins': 0, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -10.2, 'spOverall': -13.2, 'spOffense': 15.9, 'spDefense': 26.8}]"
Gary,Patterson,2000-12-08T00:00:00.000Z,"[{'school': 'TCU', 'year': 2013, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': 20, 'postseasonRank': None, 'srs': 5.8, 'spOverall': 12.4, 'spOffense': 24.9, 'spDefense': 15}]"
Bo,Pelini,2007-12-02T00:00:00.000Z,"[{'school': 'Nebraska', 'year': 2013, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': 18, 'postseasonRank': None, 'srs': 4.3, 'spOverall': 11.6, 'spOffense': 32.3, 'spDefense': 22.8}]"
Carl,Pelini,2011-12-01T00:00:00.000Z,"[{'school': 'Florida Atlantic', 'year': 2013, 'games': 8, 'wins': 2, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -4.4, 'spOverall': -6.6, 'spOffense': 18.9, 'spDefense': 25}]"
Chris,Petersen,2005-12-16T00:00:00.000Z,"[{'school': 'Boise State', 'year': 2013, 'games': 12, 'wins': 8, 'losses': 4, 'ties': 0, 'preseasonRank': 19, 'postseasonRank': None, 'srs': 4.9, 'spOverall': 11.3, 'spOffense': 35, 'spDefense': 25.6}]"
Bobby,Petrino,2012-12-10T00:00:00.000Z,"[{'school': 'Western Kentucky', 'year': 2013, 'games': 12, 'wins': 8, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -5.6, 'spOverall': -3.1, 'spOffense': 30.5, 'spDefense': 33.5}]"
Paul,Petrino,2012-12-03T00:00:00.000Z,"[{'school': 'Idaho', 'year': 2013, 'games': 12, 'wins': 1, 'losses': 11, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -24.8, 'spOverall': -35.6, 'spOffense': 13.6, 'spDefense': 48.4}]"
Gary,Pinkel,2000-11-29T00:00:00.000Z,"[{'school': 'Missouri', 'year': 2013, 'games': 14, 'wins': 12, 'losses': 2, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 5, 'srs': 22.4, 'spOverall': 19.3, 'spOffense': 42.6, 'spDefense': 23.1}]"
Brian,Polian,2013-01-11T00:00:00.000Z,"[{'school': 'Nevada', 'year': 2013, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -7.5, 'spOverall': -16.8, 'spOffense': 25.7, 'spDefense': 42.6}]"
Jeff,Quinn,2009-12-20T00:00:00.000Z,"[{'school': 'Buffalo', 'year': 2013, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -0.6, 'spOverall': -9, 'spOffense': 22.3, 'spDefense': 30.4}]"
Paul,Rhoads,2008-12-20T00:00:00.000Z,"[{'school': 'Iowa State', 'year': 2013, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -1.8, 'spOverall': -3.8, 'spOffense': 25.7, 'spDefense': 29.7}]"
Matt,Rhule,2012-12-17T00:00:00.000Z,"[{'school': 'Temple', 'year': 2013, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -8.5, 'spOverall': -10.7, 'spOffense': 27.6, 'spDefense': 37}]"
Mark,Richt,2000-12-26T00:00:00.000Z,"[{'school': 'Georgia', 'year': 2013, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': 5, 'postseasonRank': None, 'srs': 15.1, 'spOverall': 25.1, 'spOffense': 44.9, 'spDefense': 21.8}]"
Mike,Riley,,"[{'school': 'Oregon State', 'year': 2013, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': 25, 'postseasonRank': None, 'srs': 12.9, 'spOverall': 11.9, 'spOffense': 38, 'spDefense': 26.6}]"
Rich,Rodriguez,2011-11-21T00:00:00.000Z,"[{'school': 'Arizona', 'year': 2013, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 14.1, 'spOverall': 14.6, 'spOffense': 37.2, 'spDefense': 21.1}]"
Nick,Saban,2007-01-03T00:00:00.000Z,"[{'school': 'Alabama', 'year': 2013, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': 1, 'postseasonRank': 7, 'srs': 25.4, 'spOverall': 34.1, 'spOffense': 45.6, 'spDefense': 12.3}]"
Steve,Sarkisian,2008-12-08T00:00:00.000Z,"[{'school': 'Washington', 'year': 2013, 'games': 12, 'wins': 8, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 25, 'srs': 19.8, 'spOverall': 20.5, 'spOffense': 37.6, 'spDefense': 18.3}]"
Scott,Shafer,2013-01-09T00:00:00.000Z,"[{'school': 'Syracuse', 'year': 2013, 'games': 13, 'wins': 6, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 0.6, 'spOverall': 0, 'spOffense': 25.9, 'spDefense': 23.2}]"
David,Shaw,2011-12-13T00:00:00.000Z,"[{'school': 'Stanford', 'year': 2013, 'games': 14, 'wins': 11, 'losses': 3, 'ties': 0, 'preseasonRank': 4, 'postseasonRank': 11, 'srs': 22.5, 'spOverall': 21.7, 'spOffense': 35.8, 'spDefense': 15.5}]"
Bill,Snyder,,"[{'school': 'Kansas State', 'year': 2013, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 14.4, 'spOverall': 21.7, 'spOffense': 40.4, 'spDefense': 20}]"
Frank,Solich,2004-12-16T00:00:00.000Z,"[{'school': 'Ohio', 'year': 2013, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -10.9, 'spOverall': -11.4, 'spOffense': 22.5, 'spDefense': 33.5}]"
Steve,Spurrier,2004-11-22T00:00:00.000Z,"[{'school': 'South Carolina', 'year': 2013, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': 6, 'postseasonRank': 4, 'srs': 17.7, 'spOverall': 19.8, 'spOffense': 40.7, 'spDefense': 20.6}]"
Rick,Stockstill,2005-12-12T00:00:00.000Z,"[{'school': 'Middle Tennessee', 'year': 2013, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -6.8, 'spOverall': -11.8, 'spOffense': 23.3, 'spDefense': 34.2}]"
Bob,Stoops,,"[{'school': 'Oklahoma', 'year': 2013, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': 16, 'postseasonRank': 6, 'srs': 16, 'spOverall': 19.6, 'spOffense': 36.2, 'spDefense': 18.3}]"
Mark,Stoops,2012-11-27T00:00:00.000Z,"[{'school': 'Kentucky', 'year': 2013, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -6.4, 'spOverall': -2.5, 'spOffense': 27.6, 'spDefense': 31.2}]"
Charlie,Strong,2009-12-09T00:00:00.000Z,"[{'school': 'Louisville', 'year': 2013, 'games': 13, 'wins': 12, 'losses': 1, 'ties': 0, 'preseasonRank': 9, 'postseasonRank': 15, 'srs': 12.3, 'spOverall': 24.2, 'spOffense': 39.1, 'spDefense': 15.2}]"
Kevin,Sumlin,2011-12-10T00:00:00.000Z,"[{'school': 'Texas A&M', 'year': 2013, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': 7, 'postseasonRank': 18, 'srs': 15.5, 'spOverall': 20.4, 'spOffense': 50.5, 'spDefense': 31.3}]"
Dabo,Swinney,2008-10-15T00:00:00.000Z,"[{'school': 'Clemson', 'year': 2013, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': 8, 'postseasonRank': 8, 'srs': 18.2, 'spOverall': 24.5, 'spOffense': 42.4, 'spDefense': 19.6}]"
Willie,Taggart,2012-12-07T00:00:00.000Z,"[{'school': 'South Florida', 'year': 2013, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -12.4, 'spOverall': -15.5, 'spOffense': 10.8, 'spDefense': 27.2}]"
Don,Treadwell,2010-12-31T00:00:00.000Z,"[{'school': 'Miami (OH)', 'year': 2013, 'games': 5, 'wins': 0, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -30.2, 'spOverall': -29, 'spOffense': 10.2, 'spDefense': 38.8}]"
Tommy,Tuberville,2012-12-08T00:00:00.000Z,"[{'school': 'Cincinnati', 'year': 2013, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 0.6, 'spOverall': 7.8, 'spOffense': 31.9, 'spDefense': 21.6}]"
Marques,Tuiasosopo,2013-12-04T00:00:00.000Z,"[{'school': 'Washington', 'year': 2013, 'games': 1, 'wins': 1, 'losses': 0, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 25, 'srs': 19.8, 'spOverall': 20.5, 'spOffense': 37.6, 'spDefense': 18.3}]"
Ron,Turner,2013-01-03T00:00:00.000Z,"[{'school': 'Florida International', 'year': 2013, 'games': 12, 'wins': 1, 'losses': 11, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -29.7, 'spOverall': -38.9, 'spOffense': 6.4, 'spDefense': 43.4}]"
Charlie,Weis,2011-12-08T00:00:00.000Z,"[{'school': 'Kansas', 'year': 2013, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -11.8, 'spOverall': -9.7, 'spOffense': 16, 'spDefense': 25.3}]"
Matt,Wells,2012-12-20T00:00:00.000Z,"[{'school': 'Utah State', 'year': 2013, 'games': 14, 'wins': 9, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 8.6, 'spOverall': 4.2, 'spOffense': 23.3, 'spDefense': 19.5}]"
Kyle,Whittingham,2004-12-08T00:00:00.000Z,"[{'school': 'Utah', 'year': 2013, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 9.6, 'spOverall': 11.8, 'spOffense': 30.1, 'spDefense': 19.9}]"
Kevin,Wilson,2010-12-07T00:00:00.000Z,"[{'school': 'Indiana', 'year': 2013, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 3.6, 'spOverall': 1.4, 'spOffense': 37.1, 'spDefense': 35.9}]"
Brian,Wright,2013-10-30T00:00:00.000Z,"[{'school': 'Florida Atlantic', 'year': 2013, 'games': 4, 'wins': 4, 'losses': 0, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -4.4, 'spOverall': -6.6, 'spOffense': 18.9, 'spDefense': 25}]"
Steve,Addazio,2012-12-04T00:00:00.000Z,"[{'school': 'Boston College', 'year': 2014, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 6.2, 'spOverall': 4.9, 'spOffense': 28.7, 'spDefense': 23.7}]"
Barry,Alvarez,,"[{'school': 'Wisconsin', 'year': 2014, 'games': 1, 'wins': 1, 'losses': 0, 'ties': 0, 'preseasonRank': 14, 'postseasonRank': 13, 'srs': 15.3, 'spOverall': 20.8, 'spOffense': 38.7, 'spDefense': 18.1}]"
Gary,Andersen,2012-12-21T00:00:00.000Z,"[{'school': 'Wisconsin', 'year': 2014, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': 14, 'postseasonRank': 13, 'srs': 15.3, 'spOverall': 20.8, 'spOffense': 38.7, 'spDefense': 18.1}]"
Blake,Anderson,2013-12-19T00:00:00.000Z,"[{'school': 'Arkansas State', 'year': 2014, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -4.9, 'spOverall': -0.3, 'spOffense': 31.5, 'spDefense': 31.6}]"
Dino,Babers,2013-12-18T00:00:00.000Z,"[{'school': 'Bowling Green', 'year': 2014, 'games': 14, 'wins': 8, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -13.4, 'spOverall': -5.4, 'spOffense': 27.7, 'spDefense': 33.5}]"
David,Bailiff,2007-01-19T00:00:00.000Z,"[{'school': 'Rice', 'year': 2014, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -3.4, 'spOverall': -3.1, 'spOffense': 27.9, 'spDefense': 29.8}]"
Frank,Beamer,,"[{'school': 'Virginia Tech', 'year': 2014, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 6.9, 'spOverall': 7.8, 'spOffense': 25.7, 'spDefense': 17.2}]"
Tim,Beckman,2011-12-09T00:00:00.000Z,"[{'school': 'Illinois', 'year': 2014, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -4, 'spOverall': 0.4, 'spOffense': 28.3, 'spDefense': 27.9}]"
Todd,Berry,2009-12-19T00:00:00.000Z,"[{'school': 'UL Monroe', 'year': 2014, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -12.6, 'spOverall': -10, 'spOffense': 18.4, 'spDefense': 28.8}]"
Bret,Bielema,2012-12-04T00:00:00.000Z,"[{'school': 'Arkansas', 'year': 2014, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 20.4, 'spOverall': 12.2, 'spOffense': 32.4, 'spDefense': 19.4}]"
Larry,Blakeney,1990-12-03T00:00:00.000Z,"[{'school': 'Troy', 'year': 2014, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -19.3, 'spOverall': -15.9, 'spOffense': 22.4, 'spDefense': 37.5}]"
Bill,Blankenship,2011-01-14T00:00:00.000Z,"[{'school': 'Tulsa', 'year': 2014, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -18.3, 'spOverall': -15.8, 'spOffense': 23.6, 'spDefense': 37.7}]"
Craig,Bohl,2013-12-08T00:00:00.000Z,"[{'school': 'Wyoming', 'year': 2014, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -11.2, 'spOverall': -14, 'spOffense': 20, 'spDefense': 34.1}]"
Terry,Bowden,2011-12-28T00:00:00.000Z,"[{'school': 'Akron', 'year': 2014, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -14, 'spOverall': -9.4, 'spOffense': 18.9, 'spDefense': 28.1}]"
Art,Briles,2007-11-28T00:00:00.000Z,"[{'school': 'Baylor', 'year': 2014, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': 10, 'postseasonRank': 7, 'srs': 21.1, 'spOverall': 23.9, 'spOffense': 43, 'spDefense': 19.5}]"
Jeff,Brohm,2014-01-10T00:00:00.000Z,"[{'school': 'Western Kentucky', 'year': 2014, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 0.6, 'spOverall': -2.6, 'spOffense': 40.1, 'spDefense': 41.6}]"
Troy,Calhoun,2006-12-22T00:00:00.000Z,"[{'school': 'Air Force', 'year': 2014, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -1.2, 'spOverall': -1.4, 'spOffense': 26.2, 'spDefense': 29.5}]"
Matt,Campbell,2011-12-09T00:00:00.000Z,"[{'school': 'Toledo', 'year': 2014, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -4.1, 'spOverall': 2.3, 'spOffense': 38, 'spDefense': 35.2}]"
Ron,Caragher,2012-12-17T00:00:00.000Z,"[{'school': 'San José State', 'year': 2014, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -15, 'spOverall': -11.5, 'spOffense': 22.1, 'spDefense': 30.5}]"
Rod,Carey,2012-12-03T00:00:00.000Z,"[{'school': 'Northern Illinois', 'year': 2014, 'games': 14, 'wins': 11, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -4.8, 'spOverall': -0.6, 'spOffense': 29.8, 'spDefense': 29.6}]"
Norm,Chow,2011-12-21T00:00:00.000Z,"[{'school': ""Hawai'i"", 'year': 2014, 'games': 13, 'wins': 4, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -11.7, 'spOverall': -15, 'spOffense': 15.7, 'spDefense': 30.6}]"
Paul,Chryst,2012-12-22T00:00:00.000Z,"[{'school': 'Pittsburgh', 'year': 2014, 'games': 12, 'wins': 6, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 2.8, 'spOverall': 14.1, 'spOffense': 37.4, 'spDefense': 25.3}]"
Bill,Clark,2014-01-22T00:00:00.000Z,"[{'school': 'UAB', 'year': 2014, 'games': 12, 'wins': 6, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 0.5, 'spOverall': -4.2, 'spOffense': 26, 'spDefense': 32.8}]"
Dave,Clawson,2013-12-09T00:00:00.000Z,"[{'school': 'Wake Forest', 'year': 2014, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -10.8, 'spOverall': -7.8, 'spOffense': 13.1, 'spDefense': 22.6}]"
Larry,Coker,2009-03-05T00:00:00.000Z,"[{'school': 'UTSA', 'year': 2014, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -12.8, 'spOverall': -3.4, 'spOffense': 16.6, 'spDefense': 22.1}]"
Chris,Creighton,2013-12-11T00:00:00.000Z,"[{'school': 'Eastern Michigan', 'year': 2014, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -27.1, 'spOverall': -25.9, 'spOffense': 17.8, 'spDefense': 42.7}]"
David,Cutcliffe,2007-12-05T00:00:00.000Z,"[{'school': 'Duke', 'year': 2014, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 7.7, 'spOverall': 7, 'spOffense': 29.6, 'spDefense': 25.1}]"
Mark,Dantonio,2006-11-27T00:00:00.000Z,"[{'school': 'Michigan State', 'year': 2014, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': 8, 'postseasonRank': 5, 'srs': 20, 'spOverall': 24.1, 'spOffense': 42.5, 'spDefense': 17.9}]"
Bob,Davie,2011-11-16T00:00:00.000Z,"[{'school': 'New Mexico', 'year': 2014, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -13.4, 'spOverall': -15, 'spOffense': 28.4, 'spDefense': 42.4}]"
Tim,DeRuyter,2011-12-14T00:00:00.000Z,"[{'school': 'Fresno State', 'year': 2014, 'games': 14, 'wins': 6, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -10.4, 'spOverall': -6.9, 'spOffense': 24.5, 'spDefense': 31}]"
Bob,Diaco,2013-12-12T00:00:00.000Z,"[{'school': 'UConn', 'year': 2014, 'games': 12, 'wins': 2, 'losses': 12, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -20.4, 'spOverall': -14.1, 'spOffense': 14.6, 'spDefense': 27.7}]"
Dave,Doeren,2012-12-01T00:00:00.000Z,"[{'school': 'NC State', 'year': 2014, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 1.9, 'spOverall': 8.1, 'spOffense': 34.1, 'spDefense': 27.1}]"
D.J.,Durkin,2014-11-22T00:00:00.000Z,"[{'school': 'Florida', 'year': 2014, 'games': 1, 'wins': 1, 'losses': 0, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 9.6, 'spOverall': 17.3, 'spOffense': 29.8, 'spDefense': 14.1}]"
Sonny,Dykes,2012-12-05T00:00:00.000Z,"[{'school': 'California', 'year': 2014, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 2.5, 'spOverall': -0.6, 'spOffense': 36.6, 'spDefense': 36.3}]"
Randy,Edsall,2011-01-02T00:00:00.000Z,"[{'school': 'Maryland', 'year': 2014, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 0.9, 'spOverall': 5.7, 'spOffense': 30.4, 'spDefense': 26.1}]"
Dan,Enos,2010-01-12T00:00:00.000Z,"[{'school': 'Central Michigan', 'year': 2014, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -7.1, 'spOverall': -5.2, 'spOffense': 26.1, 'spDefense': 30.2}]"
Larry,Fedora,2011-12-07T00:00:00.000Z,"[{'school': 'North Carolina', 'year': 2014, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': 23, 'postseasonRank': None, 'srs': -2.3, 'spOverall': 0, 'spOffense': 35.8, 'spDefense': 35.1}]"
Kirk,Ferentz,1998-12-02T00:00:00.000Z,"[{'school': 'Iowa', 'year': 2014, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 3.2, 'spOverall': 6.8, 'spOffense': 32.5, 'spDefense': 24.2}]"
Jimbo,Fisher,2010-01-05T00:00:00.000Z,"[{'school': 'Florida State', 'year': 2014, 'games': 14, 'wins': 13, 'losses': 1, 'ties': 0, 'preseasonRank': 1, 'postseasonRank': 5, 'srs': 14.2, 'spOverall': 28.5, 'spOffense': 45, 'spDefense': 18.9}]"
Pat,Fitzgerald,2006-07-07T00:00:00.000Z,"[{'school': 'Northwestern', 'year': 2014, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -0.3, 'spOverall': 1.5, 'spOffense': 23.7, 'spDefense': 21.6}]"
P.J.,Fleck,2012-12-17T00:00:00.000Z,"[{'school': 'Western Michigan', 'year': 2014, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -3, 'spOverall': -0.8, 'spOffense': 30.2, 'spDefense': 31.8}]"
