firstName,lastName,hireDate,seasons
Ken,Niumatalolo,2007-12-08T00:00:00.000Z,"[{'school': 'Navy', 'year': 2010, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 3.9, 'spOverall': -4.2, 'spOffense': 29.5, 'spDefense': 33.5}]"
Houston,Nutt,2007-11-27T00:00:00.000Z,"[{'school': 'Ole Miss', 'year': 2010, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -0.4, 'spOverall': 2.8, 'spOffense': 31.5, 'spDefense': 29.5}]"
Tom,O'Brien,2006-12-06T00:00:00.000Z,"[{'school': 'NC State', 'year': 2010, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 25, 'srs': 12.9, 'spOverall': 9.3, 'spOffense': 29.7, 'spDefense': 20.5}]"
George,O'Leary,2003-12-08T00:00:00.000Z,"[{'school': 'UCF', 'year': 2010, 'games': 14, 'wins': 11, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 21, 'srs': 5, 'spOverall': 5.1, 'spOffense': 28.2, 'spDefense': 22.4}]"
Stan,Parrish,2008-12-15T00:00:00.000Z,"[{'school': 'Ball State', 'year': 2010, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -20.4, 'spOverall': -15.6, 'spOffense': 17.5, 'spDefense': 33}]"
Joe,Paterno,,"[{'school': 'Penn State', 'year': 2010, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': 19, 'postseasonRank': None, 'srs': 1.8, 'spOverall': 6.6, 'spOffense': 29.2, 'spDefense': 23.5}]"
Gary,Patterson,2000-12-08T00:00:00.000Z,"[{'school': 'TCU', 'year': 2010, 'games': 13, 'wins': 13, 'losses': 0, 'ties': 0, 'preseasonRank': 6, 'postseasonRank': 2, 'srs': 22.6, 'spOverall': 25.2, 'spOffense': 39.4, 'spDefense': 15.8}]"
Bo,Pelini,2007-12-02T00:00:00.000Z,"[{'school': 'Nebraska', 'year': 2010, 'games': 14, 'wins': 10, 'losses': 4, 'ties': 0, 'preseasonRank': 8, 'postseasonRank': 20, 'srs': 16.7, 'spOverall': 18.8, 'spOffense': 30.8, 'spDefense': 14.3}]"
Chris,Petersen,2005-12-16T00:00:00.000Z,"[{'school': 'Boise State', 'year': 2010, 'games': 13, 'wins': 12, 'losses': 1, 'ties': 0, 'preseasonRank': 3, 'postseasonRank': 9, 'srs': 24.4, 'spOverall': 26.4, 'spOffense': 42.1, 'spDefense': 14.1}]"
Bobby,Petrino,2007-12-13T00:00:00.000Z,"[{'school': 'Arkansas', 'year': 2010, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': 17, 'postseasonRank': 12, 'srs': 18.8, 'spOverall': 27.1, 'spOffense': 44.8, 'spDefense': 19.3}]"
Joker,Phillips,2010-01-04T00:00:00.000Z,"[{'school': 'Kentucky', 'year': 2010, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 3.2, 'spOverall': 6, 'spOffense': 34.6, 'spDefense': 28.9}]"
Gary,Pinkel,2000-11-29T00:00:00.000Z,"[{'school': 'Missouri', 'year': 2010, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 18, 'srs': 15.5, 'spOverall': 19.3, 'spOffense': 35.2, 'spDefense': 17.6}]"
Larry,Porter,2009-11-29T00:00:00.000Z,"[{'school': 'Memphis', 'year': 2010, 'games': 12, 'wins': 1, 'losses': 11, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -25.1, 'spOverall': -25, 'spOffense': 13.1, 'spDefense': 38.8}]"
Mike,Price,2003-12-21T00:00:00.000Z,"[{'school': 'UTEP', 'year': 2010, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -12.6, 'spOverall': -11.2, 'spOffense': 23.3, 'spDefense': 33.9}]"
Jeff,Quinn,2009-12-20T00:00:00.000Z,"[{'school': 'Buffalo', 'year': 2010, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -26.9, 'spOverall': -27, 'spOffense': 6.5, 'spDefense': 31.5}]"
Paul,Rhoads,2008-12-20T00:00:00.000Z,"[{'school': 'Iowa State', 'year': 2010, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -2.2, 'spOverall': -5.7, 'spOffense': 20.2, 'spDefense': 25}]"
Mark,Richt,2000-12-26T00:00:00.000Z,"[{'school': 'Georgia', 'year': 2010, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': 23, 'postseasonRank': None, 'srs': 10.6, 'spOverall': 22.2, 'spOffense': 41, 'spDefense': 20.9}]"
Mike,Riley,,"[{'school': 'Oregon State', 'year': 2010, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': 24, 'postseasonRank': None, 'srs': 11.2, 'spOverall': 4.6, 'spOffense': 30.6, 'spDefense': 25.5}]"
Steve,Roberts,2001-12-21T00:00:00.000Z,"[{'school': 'Arkansas State', 'year': 2010, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -8.1, 'spOverall': -15.9, 'spOffense': 24.5, 'spDefense': 39.1}]"
Rich,Rodriguez,2007-12-17T00:00:00.000Z,"[{'school': 'Michigan', 'year': 2010, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 0.6, 'spOverall': 7.7, 'spOffense': 40.2, 'spDefense': 30.6}]"
Nick,Saban,2007-01-03T00:00:00.000Z,"[{'school': 'Alabama', 'year': 2010, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': 1, 'postseasonRank': 10, 'srs': 24.1, 'spOverall': 30.1, 'spOffense': 43.9, 'spDefense': 14.2}]"
Steve,Sarkisian,2008-12-08T00:00:00.000Z,"[{'school': 'Washington', 'year': 2010, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 5.1, 'spOverall': 3.2, 'spOffense': 29.2, 'spDefense': 26}]"
Greg,Schiano,,"[{'school': 'Rutgers', 'year': 2010, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -9.7, 'spOverall': -11.7, 'spOffense': 17, 'spDefense': 27.7}]"
Howard,Schnellenberger,1999-07-13T00:00:00.000Z,"[{'school': 'Florida Atlantic', 'year': 2010, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -20.4, 'spOverall': -22.8, 'spOffense': 14.5, 'spDefense': 36.6}]"
Randy,Shannon,2006-12-08T00:00:00.000Z,"[{'school': 'Miami', 'year': 2010, 'games': 12, 'wins': 7, 'losses': 5, 'ties': 0, 'preseasonRank': 13, 'postseasonRank': None, 'srs': 9.8, 'spOverall': 21.6, 'spOffense': 34.9, 'spDefense': 14}]"
Mike,Sherman,2007-11-26T00:00:00.000Z,"[{'school': 'Texas A&M', 'year': 2010, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 19, 'srs': 13.1, 'spOverall': 13.8, 'spOffense': 32, 'spDefense': 17.9}]"
Bill,Snyder,,"[{'school': 'Kansas State', 'year': 2010, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 3.5, 'spOverall': 8.6, 'spOffense': 34.4, 'spDefense': 27.4}]"
Frank,Solich,2004-12-16T00:00:00.000Z,"[{'school': 'Ohio', 'year': 2010, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -11, 'spOverall': -6.6, 'spOffense': 21, 'spDefense': 29}]"
Frank,Spaziani,2009-01-07T00:00:00.000Z,"[{'school': 'Boston College', 'year': 2010, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 1.4, 'spOverall': 7.1, 'spOffense': 19.9, 'spDefense': 13.5}]"
Steve,Spurrier,2004-11-22T00:00:00.000Z,"[{'school': 'South Carolina', 'year': 2010, 'games': 14, 'wins': 9, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 22, 'srs': 15.6, 'spOverall': 20.3, 'spOffense': 38.6, 'spDefense': 19}]"
Bill,Stewart,2007-12-16T00:00:00.000Z,"[{'school': 'West Virginia', 'year': 2010, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': 25, 'postseasonRank': None, 'srs': 10, 'spOverall': 16.2, 'spOffense': 26.9, 'spDefense': 9.6}]"
Rick,Stockstill,2005-12-12T00:00:00.000Z,"[{'school': 'Middle Tennessee', 'year': 2010, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -15.9, 'spOverall': -12.5, 'spOffense': 19.4, 'spDefense': 32.8}]"
Bob,Stoops,,"[{'school': 'Oklahoma', 'year': 2010, 'games': 14, 'wins': 12, 'losses': 2, 'ties': 0, 'preseasonRank': 7, 'postseasonRank': 6, 'srs': 19.2, 'spOverall': 23.5, 'spOffense': 37.8, 'spDefense': 15.9}]"
Mike,Stoops,2003-11-29T00:00:00.000Z,"[{'school': 'Arizona', 'year': 2010, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 12.8, 'spOverall': 14.8, 'spOffense': 34.5, 'spDefense': 19.4}]"
Charlie,Strong,2009-12-09T00:00:00.000Z,"[{'school': 'Louisville', 'year': 2010, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 3.7, 'spOverall': 10.9, 'spOffense': 28.6, 'spDefense': 19.1}]"
Kevin,Sumlin,2007-12-13T00:00:00.000Z,"[{'school': 'Houston', 'year': 2010, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -2.7, 'spOverall': -4.7, 'spOffense': 30.5, 'spDefense': 35.7}]"
Dabo,Swinney,2008-10-15T00:00:00.000Z,"[{'school': 'Clemson', 'year': 2010, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 8.3, 'spOverall': 10.1, 'spOffense': 24, 'spDefense': 13.3}]"
Willie,Taggart,2009-11-23T00:00:00.000Z,"[{'school': 'Western Kentucky', 'year': 2010, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -17.8, 'spOverall': -27.6, 'spOffense': 12.5, 'spDefense': 37.2}]"
Jeff,Tedford,2001-12-13T00:00:00.000Z,"[{'school': 'California', 'year': 2010, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 9.8, 'spOverall': 10, 'spOffense': 28, 'spDefense': 17.4}]"
Bob,Toledo,2006-12-11T00:00:00.000Z,"[{'school': 'Tulane', 'year': 2010, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -17.9, 'spOverall': -21.1, 'spOffense': 18.5, 'spDefense': 37.7}]"
Jim,Tressel,2001-01-18T00:00:00.000Z,"[{'school': 'Ohio State', 'year': 2010, 'games': 13, 'wins': 12, 'losses': 1, 'ties': 0, 'preseasonRank': 2, 'postseasonRank': 5, 'srs': 20.4, 'spOverall': 30, 'spOffense': 40.5, 'spDefense': 11.4}]"
Tommy,Tuberville,2009-12-31T00:00:00.000Z,"[{'school': 'Texas Tech', 'year': 2010, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 0.9, 'spOverall': 7.4, 'spOffense': 34.2, 'spDefense': 26.9}]"
DeWayne,Walker,2008-12-31T00:00:00.000Z,"[{'school': 'New Mexico State', 'year': 2010, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -23.8, 'spOverall': -29.4, 'spOffense': 10.1, 'spDefense': 40.1}]"
Dave,Wannstedt,2004-12-23T00:00:00.000Z,"[{'school': 'Pittsburgh', 'year': 2010, 'games': 12, 'wins': 7, 'losses': 5, 'ties': 0, 'preseasonRank': 15, 'postseasonRank': None, 'srs': 8.4, 'spOverall': 11.3, 'spOffense': 29.7, 'spDefense': 18.7}]"
Kyle,Whittingham,2004-12-08T00:00:00.000Z,"[{'school': 'Utah', 'year': 2010, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 9.5, 'spOverall': 12.2, 'spOffense': 31.8, 'spDefense': 20.1}]"
Paul,Wulff,2007-12-10T00:00:00.000Z,"[{'school': 'Washington State', 'year': 2010, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -3.1, 'spOverall': -7.4, 'spOffense': 27, 'spDefense': 35.3}]"
Ron,Zook,2004-12-07T00:00:00.000Z,"[{'school': 'Illinois', 'year': 2010, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 9, 'spOverall': 8.6, 'spOffense': 30.2, 'spDefense': 22.4}]"
Steve,Addazio,2010-12-23T00:00:00.000Z,"[{'school': 'Temple', 'year': 2011, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 5.4, 'spOverall': 4.6, 'spOffense': 26.4, 'spDefense': 22.5}]"
Gary,Andersen,2008-12-04T00:00:00.000Z,"[{'school': 'Utah State', 'year': 2011, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -3, 'spOverall': -0.9, 'spOffense': 32.7, 'spDefense': 32.5}]"
Chris,Ault,,"[{'school': 'Nevada', 'year': 2011, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 2, 'spOverall': -0.4, 'spOffense': 30.4, 'spDefense': 28.7}]"
David,Bailiff,2007-01-19T00:00:00.000Z,"[{'school': 'Rice', 'year': 2011, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -11, 'spOverall': -12, 'spOffense': 19.6, 'spDefense': 33.7}]"
George,Barlow,2011-11-25T00:00:00.000Z,"[{'school': 'New Mexico', 'year': 2011, 'games': 8, 'wins': 1, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -26.3, 'spOverall': -27.9, 'spOffense': 16.9, 'spDefense': 41.9}]"
Frank,Beamer,,"[{'school': 'Virginia Tech', 'year': 2011, 'games': 14, 'wins': 11, 'losses': 3, 'ties': 0, 'preseasonRank': 13, 'postseasonRank': 21, 'srs': 7.7, 'spOverall': 15.4, 'spOffense': 33.5, 'spDefense': 17.3}]"
Todd,Berry,2009-12-19T00:00:00.000Z,"[{'school': 'UL Monroe', 'year': 2011, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -9, 'spOverall': -15.7, 'spOffense': 17.4, 'spDefense': 30.2}]"
Bret,Bielema,2006-01-02T00:00:00.000Z,"[{'school': 'Wisconsin', 'year': 2011, 'games': 14, 'wins': 11, 'losses': 3, 'ties': 0, 'preseasonRank': 11, 'postseasonRank': 10, 'srs': 23.1, 'spOverall': 26.1, 'spOffense': 45.9, 'spDefense': 21.2}]"
Larry,Blakeney,1990-12-03T00:00:00.000Z,"[{'school': 'Troy', 'year': 2011, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -18.1, 'spOverall': -18.5, 'spOffense': 19.8, 'spDefense': 37.3}]"
Bill,Blankenship,2011-01-14T00:00:00.000Z,"[{'school': 'Tulsa', 'year': 2011, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 5.5, 'spOverall': 2.5, 'spOffense': 29.8, 'spDefense': 27.3}]"
Art,Briles,2007-11-28T00:00:00.000Z,"[{'school': 'Baylor', 'year': 2011, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 13, 'srs': 12.6, 'spOverall': 10.9, 'spOffense': 47, 'spDefense': 35.5}]"
Mack,Brown,,"[{'school': 'Texas', 'year': 2011, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 12.7, 'spOverall': 18.6, 'spOffense': 31.1, 'spDefense': 13}]"
Troy,Calhoun,2006-12-22T00:00:00.000Z,"[{'school': 'Air Force', 'year': 2011, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -1.5, 'spOverall': -0.7, 'spOffense': 32.9, 'spDefense': 33.9}]"
Neil,Callaway,2006-12-18T00:00:00.000Z,"[{'school': 'UAB', 'year': 2011, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -20.1, 'spOverall': -19.2, 'spOffense': 22.9, 'spDefense': 42.8}]"
Matt,Campbell,2011-12-09T00:00:00.000Z,"[{'school': 'Toledo', 'year': 2011, 'games': 1, 'wins': 1, 'losses': 0, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 6.3, 'spOverall': 6.2, 'spOffense': 36, 'spDefense': 30}]"
Gene,Chizik,2008-12-13T00:00:00.000Z,"[{'school': 'Auburn', 'year': 2011, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': 23, 'postseasonRank': None, 'srs': 1.5, 'spOverall': 9, 'spOffense': 31.2, 'spDefense': 24}]"
Dave,Christensen,2008-12-01T00:00:00.000Z,"[{'school': 'Wyoming', 'year': 2011, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -7.6, 'spOverall': -14.2, 'spOffense': 24.3, 'spDefense': 36.7}]"
Dave,Clawson,2008-12-12T00:00:00.000Z,"[{'school': 'Bowling Green', 'year': 2011, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -9.1, 'spOverall': -2, 'spOffense': 26.6, 'spDefense': 28.5}]"
Mario,Cristobal,2006-12-19T00:00:00.000Z,"[{'school': 'Florida International', 'year': 2011, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -5.8, 'spOverall': -8.5, 'spOffense': 17.5, 'spDefense': 26.9}]"
Bill,Cubit,2004-12-04T00:00:00.000Z,"[{'school': 'Western Michigan', 'year': 2011, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -1, 'spOverall': -0.3, 'spOffense': 30.8, 'spDefense': 33.2}]"
David,Cutcliffe,2007-12-05T00:00:00.000Z,"[{'school': 'Duke', 'year': 2011, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -8.4, 'spOverall': -13.3, 'spOffense': 23.1, 'spDefense': 35.5}]"
Mark,Dantonio,2006-11-27T00:00:00.000Z,"[{'school': 'Michigan State', 'year': 2011, 'games': 14, 'wins': 11, 'losses': 3, 'ties': 0, 'preseasonRank': 17, 'postseasonRank': 11, 'srs': 13, 'spOverall': 20.2, 'spOffense': 33.5, 'spDefense': 14.7}]"
Tim,DeRuyter,2011-12-01T00:00:00.000Z,"[{'school': 'Texas A&M', 'year': 2011, 'games': 1, 'wins': 1, 'losses': 0, 'ties': 0, 'preseasonRank': 8, 'postseasonRank': None, 'srs': 16, 'spOverall': 22.7, 'spOffense': 41.8, 'spDefense': 20.5}]"
Dave,Doeren,2010-12-13T00:00:00.000Z,"[{'school': 'Northern Illinois', 'year': 2011, 'games': 14, 'wins': 11, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 2.6, 'spOverall': 2.2, 'spOffense': 32.7, 'spDefense': 29.6}]"
Derek,Dooley,2010-01-15T00:00:00.000Z,"[{'school': 'Tennessee', 'year': 2011, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 2.4, 'spOverall': 6.9, 'spOffense': 27, 'spDefense': 18.8}]"
Sonny,Dykes,2010-01-20T00:00:00.000Z,"[{'school': 'Louisiana Tech', 'year': 2011, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 5, 'spOverall': 1.9, 'spOffense': 23.6, 'spDefense': 22.9}]"
Randy,Edsall,2011-01-02T00:00:00.000Z,"[{'school': 'Maryland', 'year': 2011, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -11.1, 'spOverall': -8, 'spOffense': 26.6, 'spDefense': 32.8}]"
Rich,Ellerson,2008-12-26T00:00:00.000Z,"[{'school': 'Army', 'year': 2011, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -10.2, 'spOverall': -20.9, 'spOffense': 19.9, 'spDefense': 37.7}]"
Jon,Embree,2010-12-06T00:00:00.000Z,"[{'school': 'Colorado', 'year': 2011, 'games': 13, 'wins': 3, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -10.4, 'spOverall': -8.8, 'spOffense': 26, 'spDefense': 34.6}]"
Ron,English,2008-12-21T00:00:00.000Z,"[{'school': 'Eastern Michigan', 'year': 2011, 'games': 12, 'wins': 6, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -12.4, 'spOverall': -15.3, 'spOffense': 16.1, 'spDefense': 31.4}]"
Dan,Enos,2010-01-12T00:00:00.000Z,"[{'school': 'Central Michigan', 'year': 2011, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -16.9, 'spOverall': -18.9, 'spOffense': 21.1, 'spDefense': 39.2}]"
Dennis,Erickson,2006-12-09T00:00:00.000Z,"[{'school': 'Arizona State', 'year': 2011, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 7.6, 'spOverall': 9.9, 'spOffense': 36.6, 'spDefense': 27.9}]"
Steve,Fairchild,2007-12-12T00:00:00.000Z,"[{'school': 'Colorado State', 'year': 2011, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -16.2, 'spOverall': -12.6, 'spOffense': 22.3, 'spDefense': 34.4}]"
Larry,Fedora,2007-12-11T00:00:00.000Z,"[{'school': 'Southern Miss', 'year': 2011, 'games': 14, 'wins': 12, 'losses': 2, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 20, 'srs': 8.6, 'spOverall': 12.2, 'spOffense': 30.8, 'spDefense': 19.7}]"
Kirk,Ferentz,1998-12-02T00:00:00.000Z,"[{'school': 'Iowa', 'year': 2011, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 4.8, 'spOverall': 12.8, 'spOffense': 32.4, 'spDefense': 19.7}]"
Luke,Fickell,2011-05-30T00:00:00.000Z,"[{'school': 'Ohio State', 'year': 2011, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': 18, 'postseasonRank': None, 'srs': 4.9, 'spOverall': 13.2, 'spOffense': 28.5, 'spDefense': 17}]"
Jimbo,Fisher,2010-01-05T00:00:00.000Z,"[{'school': 'Florida State', 'year': 2011, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': 6, 'postseasonRank': 23, 'srs': 13.4, 'spOverall': 22.8, 'spOffense': 32.2, 'spDefense': 12.1}]"
Pat,Fitzgerald,2006-07-07T00:00:00.000Z,"[{'school': 'Northwestern', 'year': 2011, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 1.2, 'spOverall': 0.6, 'spOffense': 33.3, 'spDefense': 31.2}]"
James,Franklin,2010-12-17T00:00:00.000Z,"[{'school': 'Vanderbilt', 'year': 2011, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 7.9, 'spOverall': 8.1, 'spOffense': 26.8, 'spDefense': 17.8}]"
Hugh,Freeze,2010-12-02T00:00:00.000Z,"[{'school': 'Arkansas State', 'year': 2011, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -0.2, 'spOverall': -3.3, 'spOffense': 23.3, 'spDefense': 26.2}]"
Turner,Gill,2009-12-13T00:00:00.000Z,"[{'school': 'Kansas', 'year': 2011, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -10.3, 'spOverall': -15, 'spOffense': 25.6, 'spDefense': 38.7}]"
Al,Golden,2010-12-12T00:00:00.000Z,"[{'school': 'Miami', 'year': 2011, 'games': 12, 'wins': 6, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 5.6, 'spOverall': 16.4, 'spOffense': 35.9, 'spDefense': 21.2}]"
Todd,Graham,2011-01-10T00:00:00.000Z,"[{'school': 'Pittsburgh', 'year': 2011, 'games': 12, 'wins': 6, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 2.8, 'spOverall': 5.6, 'spOffense': 25.6, 'spDefense': 20.9}]"
Jim,Grobe,2000-12-11T00:00:00.000Z,"[{'school': 'Wake Forest', 'year': 2011, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -2.9, 'spOverall': -3.5, 'spOffense': 26.4, 'spDefense': 28.9}]"
Mike,Gundy,2005-01-03T00:00:00.000Z,"[{'school': 'Oklahoma State', 'year': 2011, 'games': 13, 'wins': 12, 'losses': 1, 'ties': 0, 'preseasonRank': 9, 'postseasonRank': 3, 'srs': 27.6, 'spOverall': 29.4, 'spOffense': 49.2, 'spDefense': 21.4}]"
Bobby,Hauck,2009-12-22T00:00:00.000Z,"[{'school': 'UNLV', 'year': 2011, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -21.1, 'spOverall': -24.1, 'spOffense': 14.3, 'spDefense': 37.9}]"
Darrell,Hazell,2010-12-19T00:00:00.000Z,"[{'school': 'Kent State', 'year': 2011, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -10.7, 'spOverall': -10.4, 'spOffense': 11.8, 'spDefense': 21.9}]"
