year,team,rec_rank,rec_points,draft_picks_total,draft_score_total,first_round_total,draft_years_covered,complete_window,expected_draft_score,development_residual
2011,UTEP,120,35.04,0,0,0,3,True,-2.897825219246476,2.897825219246476
2011,New Mexico State,121,30.13,0,0,0,3,True,-3.7724566253076848,3.7724566253076848
2011,Northern Iowa,122,28.92,2,7,0,3,True,-3.987997155110956,10.987997155110957
2011,Villanova,123,24.24,0,0,0,3,True,-4.821658047242617,4.821658047242617
2011,South Carolina State,124,18.1,2,5,0,3,True,-5.915392636492275,10.915392636492275
2011,Liberty,125,13.33,1,3,0,3,True,-6.765085468857237,9.765085468857237
2011,Harvard,126,13.29,1,2,0,3,True,-6.7722107756275935,8.772210775627594
2011,Texas State,127,12.55,2,6,0,3,True,-6.90402895087918,12.90402895087918
2011,Old Dominion,129,8.32,0,0,0,3,True,-7.657530141844336,7.657530141844336
2011,Massachusetts,130,6.67,2,3,0,3,True,-7.951449046121524,10.951449046121525
2011,UTSA,131,6.67,1,1,0,3,True,-7.951449046121524,8.951449046121525
2011,Bethune-Cookman,132,5.99,0,0,0,3,True,-8.072579261217577,8.072579261217577
2011,App State,133,4.32,1,2,0,3,True,-8.370060818879944,10.370060818879944
2011,Western Carolina,134,0.0,0,0,0,3,True,-9.1395939500784,9.1395939500784
2011,Eastern Illinois,135,0.0,2,6,0,3,True,-9.1395939500784,15.1395939500784
2011,North Dakota State,136,0.0,4,15,1,3,True,-9.1395939500784,24.1395939500784
2012,Alabama,1,313.12,24,115,6,3,True,46.63730744826897,68.36269255173103
2012,Texas,2,300.12,7,22,1,3,True,44.32158274790324,-22.321582747903243
2012,Florida,3,290.27,23,86,5,3,True,42.56697595570306,43.43302404429694
2012,Florida State,4,290.11,17,67,3,3,True,42.53847472862164,24.461525271378363
2012,Ohio State,5,286.13,24,113,8,3,True,41.82950670497121,71.17049329502879
2012,Michigan,6,281.12,17,63,2,3,True,40.93706203198411,22.062937968015888
2012,Stanford,7,275.98,13,57,4,3,True,40.021460111993356,16.978539888006644
2012,USC,8,274.18,15,53,3,3,True,39.70082130732733,13.299178692672669
2012,Georgia,9,273.57,11,36,2,3,True,39.592160379079395,-3.5921603790793952
2012,Miami,10,268.93,18,60,4,3,True,38.765624793718096,21.234375206281904
2012,Auburn,11,261.81,12,31,0,3,True,37.49732018859471,-6.497320188594713
2012,Oklahoma,12,255.08,14,40,0,3,True,36.2984873244823,3.701512675517698
2012,LSU,13,252.55,17,63,3,3,True,35.84781167125728,27.152188328742717
2012,Oregon,14,251.25,7,32,3,3,True,35.61623920122071,-3.616239201220708
2012,South Carolina,15,248.77,7,15,0,3,True,35.17447018145863,-20.17447018145863
2012,Texas A&M,16,248.67,10,42,3,3,True,35.15665691453274,6.843343085467261
2012,Notre Dame,17,248.21,10,42,2,3,True,35.074715886673644,6.925284113326356
2012,UCLA,18,247.77,16,50,2,3,True,34.99633751219973,15.00366248780027
2012,Tennessee,19,242.81,6,24,1,3,True,34.112799472675576,-10.112799472675576
2012,Clemson,20,241.73,20,75,5,3,True,33.92041618987596,41.07958381012404
2012,Virginia Tech,21,231.41,8,11,0,3,True,32.08208704312409,-21.08208704312409
2012,Mississippi State,22,227.14,9,26,0,3,True,31.321460545388582,-5.321460545388582
2012,Rutgers,23,226.24,3,10,0,3,True,31.161141143055573,-21.161141143055573
2012,Washington,24,225.52,11,51,4,3,True,31.032885621189166,19.967114378810834
2012,Virginia,25,223.88,3,6,0,3,True,30.74074804360456,-24.74074804360456
2012,Baylor,26,222.62,9,24,1,3,True,30.51630088033835,-6.516300880338349
2012,Arkansas,27,222.12,13,25,0,3,True,30.4272345457089,-5.427234545708899
2012,Texas Tech,28,220.7,4,14,1,3,True,30.17428615536125,-16.17428615536125
2012,TCU,29,219.37,8,20,1,3,True,29.937369705246915,-9.937369705246915
2012,California,30,217.88,7,19,1,3,True,29.67195202805115,-10.671952028051152
2012,Oklahoma State,31,213.82,4,8,0,3,True,28.948733390860006,-20.948733390860006
2012,Nebraska,32,213.77,8,26,0,3,True,28.939826757397064,-2.9398267573970642
2012,Missouri,33,212.4,10,38,2,3,True,28.695785000512366,9.304214999487634
2012,Michigan State,34,210.77,11,38,2,3,True,28.405428749620363,9.594571250379637
2012,West Virginia,35,206.7,11,37,2,3,True,27.680428785736623,9.319571214263377
2012,Arizona State,36,205.33,7,21,1,3,True,27.436387028851932,-6.436387028851932
2012,Maryland,37,204.96,5,14,0,3,True,27.37047794122614,-13.370477941226142
2012,Utah,38,204.91,13,41,1,3,True,27.361571307763192,13.638428692236808
2012,Colorado,39,203.71,4,13,0,3,True,27.14781210465251,-14.147812104652509
2012,Iowa,40,201.08,8,26,1,3,True,26.679323184501598,-0.6793231845015981
2012,North Carolina,41,199.55,6,20,1,3,True,26.40678020053548,-6.406780200535479
2012,Arizona,42,199.26,2,2,0,3,True,26.3551217264504,-24.3551217264504
2012,Pittsburgh,43,198.81,7,19,0,3,True,26.27496202528389,-7.274962025283891
2012,Oregon State,44,195.63,8,21,0,3,True,25.70850013704058,-4.708500137040581
2012,Louisville,45,194.36,13,36,2,3,True,25.48227164708178,10.517728352918219
2012,Vanderbilt,46,194.25,3,8,0,3,True,25.462677053463295,-17.462677053463295
2012,Penn State,47,192.63,9,29,0,3,True,25.17410212926388,3.825897870736121
2012,Ole Miss,48,190.69,10,39,4,3,True,24.828524750901607,14.171475249098393
2012,Purdue,49,188.27,3,5,0,3,True,24.397443691295067,-19.397443691295067
2012,Kentucky,50,187.81,3,11,1,3,True,24.31550266343597,-13.315502663435971
2012,Cincinnati,51,185.26,3,7,0,3,True,23.86126435682577,-16.86126435682577
2012,NC State,52,183.7,6,18,0,3,True,23.583377392781884,-5.583377392781884
2012,Georgia Tech,53,183.42,6,14,0,3,True,23.53350024538939,-9.53350024538939
2012,South Florida,54,181.93,5,8,0,3,True,23.268082568193627,-15.268082568193627
2012,Northwestern,55,178.76,6,11,0,3,True,22.703402006642907,-11.703402006642907
2012,Houston,56,176.32,6,18,1,3,True,22.268758293651185,-4.268758293651185
2012,Indiana,57,175.53,5,16,0,3,True,22.128033484936655,-6.128033484936655
2012,Washington State,58,173.37,4,10,0,3,True,21.743266919337426,-11.743266919337426
2012,Minnesota,59,171.0,7,19,0,3,True,21.321092493193827,-2.3210924931938273
2012,Syracuse,60,170.44,1,1,0,3,True,21.221338198408844,-20.221338198408844
2012,Boise State,61,169.1,6,18,0,3,True,20.982640421601914,-2.9826404216019142
2012,Duke,62,165.02,2,10,1,3,True,20.2558591310256,-10.255859131025598
2012,Illinois,63,162.09,4,11,0,3,True,19.733930410097013,-8.733930410097013
2012,Arkansas State,64,162.02,0,0,0,3,True,19.72146112324889,-19.72146112324889
2012,Wisconsin,65,160.75,7,33,3,3,True,19.495232633290083,13.504767366709917
2012,Wake Forest,66,156.07,2,9,1,3,True,18.661571741158422,-9.661571741158422
2012,Iowa State,67,155.41,0,0,0,3,True,18.544004179447548,-18.544004179447548
2012,Southern Miss,68,150.61,3,3,0,3,True,17.68896736700482,-14.688967367004821
2012,Boston College,69,150.03,7,14,0,3,True,17.585650418834657,-3.585650418834657
2012,SMU,70,149.82,0,0,0,3,True,17.548242558290283,-17.548242558290283
2012,BYU,71,148.63,2,7,0,3,True,17.33626468187219,-10.33626468187219
2012,UConn,72,143.96,3,13,1,3,True,16.504385116433124,-3.5043851164331237
2012,Kansas State,73,139.67,5,15,0,3,True,15.74019596531243,-0.7401959653124308
2012,Temple,74,139.63,6,20,1,3,True,15.733070658542076,4.266929341457924
2012,San Diego State,75,139.37,4,11,0,3,True,15.686756164534764,-4.6867561645347635
2012,Toledo,76,138.36,3,8,0,3,True,15.506842168583272,-7.5068421685832725
2012,Nevada,77,135.19,0,0,0,3,True,14.94216160703255,-14.94216160703255
2012,Marshall,78,134.93,1,1,0,3,True,14.895847113025237,-13.895847113025237
2012,Florida International,79,134.46,1,4,0,3,True,14.812124758473555,-10.812124758473555
2012,East Carolina,80,133.06,2,8,0,3,True,14.562739021511092,-6.562739021511092
2012,Kansas,81,128.07,3,4,0,3,True,13.67385700190917,-9.67385700190917
2012,Florida Atlantic,82,125.72,2,8,0,3,True,13.255245229150749,-5.2552452291507485
2012,Tulane,83,124.65,3,4,0,3,True,13.064643273043725,-9.064643273043725
2012,Hawai'i,84,124.09,1,1,0,3,True,12.964888978258742,-11.964888978258742
2012,Rice,85,123.63,1,1,0,3,True,12.882947950399643,-11.882947950399643
2012,Air Force,86,121.39,0,0,0,3,True,12.483930771259704,-12.483930771259704
2012,Miami (OH),87,121.01,1,5,0,3,True,12.416240356941323,-7.416240356941323
2012,New Mexico State,88,120.43,0,0,0,3,True,12.312923408771159,-12.312923408771159
2012,Tulsa,89,120.37,0,0,0,3,True,12.302235448615626,-12.302235448615626
2012,Central Michigan,90,120.28,2,2,0,3,True,12.286203508382325,-10.286203508382325
2012,Western Michigan,91,120.13,5,17,1,3,True,12.259483607993488,4.740516392006512
2012,Memphis,92,116.8,4,12,1,3,True,11.666301819361344,0.3336981806386561
2012,Ohio,93,116.72,2,6,0,3,True,11.652051205820634,-5.652051205820634
2012,Bowling Green,94,115.2,0,0,0,3,True,11.381289548547102,-11.381289548547102
2012,New Mexico,95,113.27,0,0,0,3,True,11.03749349687742,-11.03749349687742
2012,UCF,96,113.11,3,14,1,3,True,11.008992269795996,2.9910077302040037
2012,Western Kentucky,97,111.94,5,14,0,3,True,10.800577046763081,3.199422953236919
2012,Louisiana Tech,98,111.9,6,18,1,3,True,10.793451739992726,7.206548260007274
2012,Troy,99,111.64,1,4,0,3,True,10.74713724598541,-6.74713724598541
2012,North Texas,100,108.78,0,0,0,3,True,10.237677811904952,-10.237677811904952
2012,UNLV,101,106.3,0,0,0,3,True,9.795908792142875,-9.795908792142875
2012,Kent State,102,105.08,0,0,0,3,True,9.578586935647014,-9.578586935647014
2012,Northern Illinois,103,104.53,2,5,0,3,True,9.480613967554618,-4.480613967554618
2012,San José State,104,103.14,3,5,0,3,True,9.233009557284745,-4.2330095572847455
2012,Ball State,105,103.09,0,0,0,3,True,9.2241029238218,-9.2241029238218
2012,UTEP,106,102.75,1,2,0,3,True,9.163537816273774,-7.163537816273774
2012,Louisiana,107,97.59,2,2,0,3,True,8.24437324289784,-6.24437324289784
2012,Eastern Michigan,108,96.95,2,2,0,3,True,8.130368334572143,-6.130368334572143
2012,UAB,109,96.91,2,3,0,3,True,8.123243027801784,-5.123243027801784
2012,Idaho,110,96.07,0,0,0,3,True,7.973611585624308,-7.973611585624308
2012,Utah State,111,96.05,3,9,0,3,True,7.970048932239131,1.0299510677608694
2012,Texas State,112,94.09,2,6,0,3,True,7.620908900491681,-1.6209089004916812
2012,South Alabama,113,93.33,1,5,0,3,True,7.485528071854915,-2.4855280718549153
2012,Wyoming,114,92.41,3,4,0,3,True,7.321646016136725,-3.321646016136725
2012,Fresno State,115,89.62,3,4,0,3,True,6.824655868904392,-2.824655868904392
2012,UL Monroe,116,89.23,1,2,0,3,True,6.75518412789342,-4.75518412789342
2012,Buffalo,117,89.13,2,2,0,3,True,6.737370860967529,-4.737370860967529
2012,Navy,118,89.01,2,3,0,3,True,6.715994940656461,-3.7159949406564614
2012,Middle Tennessee,119,87.49,1,4,0,3,True,6.445233283382928,-2.445233283382928
2012,Colorado State,120,74.75,4,12,0,3,True,4.1758230770245195,7.8241769229754805
2012,Akron,121,70.1,1,2,0,3,True,3.347506164970625,-1.3475061649706248
2012,UTSA,122,62.13,1,1,0,3,True,1.9277887909771767,-0.9277887909771767
2012,South Carolina State,123,58.91,2,5,0,3,True,1.3542015959635112,3.645798404036489
2012,James Madison,124,54.11,0,0,0,3,True,0.49916478352078286,-0.49916478352078286
2012,App State,125,46.27,1,2,0,3,True,-0.8973953434690074,2.8973953434690074
2012,Army,126,45.41,0,0,0,3,True,-1.0505894390316648,1.0505894390316648
2012,Old Dominion,127,40.57,0,0,0,3,True,-1.9127515582447483,1.9127515582447483
2012,Georgia State,128,28.35,1,1,0,3,True,-4.08953277658853,5.08953277658853
2012,Youngstown State,129,28.33,2,6,0,3,True,-4.093095429973708,10.093095429973708
2012,Portland State,130,26.61,0,0,0,3,True,-4.399483621099019,4.399483621099019
2012,Georgia Southern,131,25.1,2,4,0,3,True,-4.6684639516799615,8.66846395167996
2012,Eastern Washington,132,24.65,3,8,0,3,True,-4.748623652846468,12.748623652846469
2012,Bethune-Cookman,133,23.44,0,0,0,3,True,-4.964164182649738,4.964164182649738
2012,Liberty,134,22.63,0,0,0,3,True,-5.108451644749449,5.108451644749449
2012,Gardner-Webb,135,22.12,0,0,0,3,True,-5.199299306071489,5.199299306071489
2012,Pennsylvania,137,21.17,0,0,0,3,True,-5.3685253418674455,5.3685253418674455
2012,Massachusetts,138,19.91,1,2,0,3,True,-5.5929725051336625,7.5929725051336625
2012,Charlotte,140,19.34,1,4,0,3,True,-5.694508126611236,9.694508126611236
2012,Tennessee State,141,19.26,2,3,0,3,True,-5.708758740151948,8.708758740151948
2012,Yale,142,18.55,0,0,0,3,True,-5.835232935325768,5.835232935325768
2012,Hampton,143,17.8,0,0,0,3,True,-5.9688324372699455,5.9688324372699455
2012,Northern Iowa,144,17.64,2,7,0,3,True,-5.99733366435137,12.99733366435137
2012,Wagner,148,13.76,0,0,0,3,True,-6.68848842107591,6.68848842107591
2012,Montana,149,11.2,1,1,0,3,True,-7.144508054378698,8.144508054378697
2012,Lamar,150,11.11,1,4,0,3,True,-7.160539994612,11.160539994612
2012,William & Mary,151,11.07,2,2,0,3,True,-7.167665301382355,9.167665301382355
2012,Towson,152,10.79,1,2,0,3,True,-7.217542448774848,9.217542448774848
2012,Coastal Carolina,153,10.62,1,1,0,3,True,-7.247825002548861,8.247825002548861
2012,Southern Illinois,154,10.61,1,2,0,3,True,-7.24960632924145,9.24960632924145
2012,Western Illinois,155,10.55,0,0,0,3,True,-7.260294289396985,7.260294289396985
2012,Lehigh,156,10.54,0,0,0,3,True,-7.262075616089573,7.262075616089573
2012,Chattanooga,157,10.48,2,3,0,3,True,-7.272763576245107,10.272763576245108
2012,Delaware State,158,10.48,1,3,0,3,True,-7.272763576245107,10.272763576245108
2012,Princeton,159,10.24,1,3,0,3,True,-7.315515416867244,10.315515416867244
2012,Southeast Missouri State,161,9.99,0,0,0,3,True,-7.360048584181969,7.360048584181969
2012,Texas Southern,162,9.93,1,3,0,3,True,-7.370736544337504,10.370736544337504
2012,Monmouth,163,8.39,1,1,0,3,True,-7.6450608549962125,8.645060854996213
2012,Weber State,164,7.99,0,0,0,3,True,-7.716313922699773,7.716313922699773
2012,Eastern Kentucky,166,7.49,1,5,0,3,True,-7.805380257329224,12.805380257329224
2012,Montana State,167,7.32,1,1,0,3,True,-7.835662811103237,8.835662811103237
2012,Harvard,169,6.67,1,2,0,3,True,-7.951449046121524,9.951449046121525
2012,North Dakota,170,6.67,0,0,0,3,True,-7.951449046121524,7.951449046121524
2012,Grambling,171,6.67,1,4,0,3,True,-7.951449046121524,11.951449046121525
2012,Elon,172,6.67,0,0,0,3,True,-7.951449046121524,7.951449046121524
2012,Cornell,173,6.67,0,0,0,3,True,-7.951449046121524,7.951449046121524
2012,South Dakota State,174,6.67,0,0,0,3,True,-7.951449046121524,7.951449046121524
2012,Northern Colorado,175,6.67,0,0,0,3,True,-7.951449046121524,7.951449046121524
2012,Southern Utah,176,6.67,2,5,0,3,True,-7.951449046121524,12.951449046121525
2012,Norfolk State,179,6.36,0,0,0,3,True,-8.006670173591782,8.006670173591782
2012,Presbyterian,180,5.98,0,0,0,3,True,-8.074360587910165,8.074360587910165
2012,North Carolina Central,181,4.98,1,3,0,3,True,-8.252493257169068,11.252493257169068
2012,Western Carolina,182,4.98,0,0,0,3,True,-8.252493257169068,8.252493257169068
2012,Richmond,183,4.35,0,0,0,3,True,-8.364716838802176,8.364716838802176
2012,The Citadel,184,4.31,0,0,0,3,True,-8.371842145572533,8.371842145572533
2012,Central Arkansas,186,3.98,2,2,0,3,True,-8.43062592642797,10.43062592642797
2012,Furman,187,3.31,0,0,0,3,True,-8.549974814831435,8.549974814831435
2012,Cal Poly,188,2.98,0,0,0,3,True,-8.608758595686872,8.608758595686872
2012,Delaware,189,0.98,1,2,0,3,True,-8.965023934204675,10.965023934204675
2013,Alabama,1,319.5,29,134,9,3,True,47.773793878140765,86.22620612185924
2013,Ohio State,2,303.35,26,131,10,3,True,44.8969512696095,86.1030487303905
2013,Florida,3,291.89,20,75,4,3,True,42.85555087990248,32.14444912009752
2013,Michigan,4,288.74,16,56,2,3,True,42.294432971736946,13.705567028263054
2013,Notre Dame,5,284.77,13,59,4,3,True,41.5872462747791,17.412753725220902
2013,LSU,6,281.05,20,72,3,3,True,40.92459274513599,31.07540725486401
2013,UCLA,7,276.33,18,60,4,3,True,40.083806546233966,19.916193453766034
2013,Ole Miss,8,275.52,13,45,4,3,True,39.939519084134254,5.060480915865746
2013,Texas A&M,9,267.75,11,42,2,3,True,38.55542824399259,3.444571756007413
2013,Auburn,10,267.46,11,34,0,3,True,38.50376976990751,-4.503769769907507
2013,Florida State,11,262.69,12,44,2,3,True,37.65407693754255,6.345923062457452
2013,Georgia,12,260.38,12,50,4,3,True,37.24259047155448,12.757409528445521
2013,USC,13,256.44,13,52,2,3,True,36.540747754674406,15.459252245325594
2013,Miami,14,249.66,17,43,2,3,True,35.33300825709905,7.666991742900947
2013,Clemson,15,249.66,18,62,3,3,True,35.33300825709905,26.666991742900947
2013,Oklahoma,16,241.93,12,40,1,3,True,33.95604272372774,6.043957276272259
2013,Texas,17,234.52,6,19,0,3,True,32.63607964451928,-13.636079644519278
2013,Washington,18,234.2,12,42,2,3,True,32.57907719035643,9.42092280964357
2013,Oregon,19,227.16,4,14,1,3,True,31.325023198773764,-17.325023198773764
2013,South Carolina,20,224.01,4,13,1,3,True,30.76390529060822,-17.76390529060822
2013,Virginia Tech,21,223.82,11,28,2,3,True,30.730060083449025,-2.7300600834490254
2013,Nebraska,22,220.72,6,15,0,3,True,30.177848808746432,-15.177848808746432
2013,Arkansas,23,216.6,10,25,1,3,True,29.443942211399758,-4.443942211399758
2013,Mississippi State,24,214.76,8,20,0,3,True,29.116178099963378,-9.116178099963378
2013,Tennessee,25,214.06,9,30,1,3,True,28.991485231482145,1.0085147685178555
2013,Vanderbilt,26,211.23,4,12,0,3,True,28.48736977747945,-16.48736977747945
2013,Baylor,27,209.23,7,20,1,3,True,28.13110443896165,-8.13110443896165
2013,North Carolina,28,206.42,9,27,1,3,True,27.63055163834413,-0.6305516383441301
2013,Virginia,29,201.88,3,5,0,3,True,26.821829319908723,-21.821829319908723
2013,West Virginia,30,201.03,8,27,1,3,True,26.670416551038656,0.32958344896134406
2013,Oklahoma State,31,199.52,7,19,0,3,True,26.40143622045771,-7.401436220457711
2013,Pittsburgh,32,196.04,9,27,0,3,True,25.781534531436733,1.2184654685632665
2013,Penn State,33,195.7,12,41,1,3,True,25.720969423888704,15.279030576111296
2013,Kentucky,34,195.55,1,1,0,3,True,25.69424952349987,-24.69424952349987
2013,TCU,35,194.83,9,21,1,3,True,25.565994001633463,-4.565994001633463
2013,Louisville,36,194.03,7,28,3,3,True,25.42348786622634,2.5765121337736616
2013,Michigan State,37,193.96,8,27,1,3,True,25.411018579378215,1.588981420621785
2013,Maryland,38,193.11,5,20,1,3,True,25.259605810508155,-5.259605810508155
2013,Arizona State,39,192.78,6,9,0,3,True,25.200822029652713,-16.200822029652713
2013,Wisconsin,40,191.08,10,30,2,3,True,24.89799649191258,5.102003508087421
2013,California,41,190.85,9,21,1,3,True,24.857025977983028,-3.857025977983028
2013,Indiana,42,190.33,6,16,0,3,True,24.764396989968404,-8.764396989968404
2013,Missouri,43,189.91,5,17,1,3,True,24.689581268879664,-7.689581268879664
2013,Arizona,44,188.91,3,4,0,3,True,24.511448599620763,-20.511448599620763
2013,Oregon State,45,186.6,3,9,0,3,True,24.0999621336327,-15.099962133632701
2013,Texas Tech,46,182.16,6,18,1,3,True,23.30905308212317,-5.309053082123171
2013,Utah,47,181.27,10,27,1,3,True,23.150515006482756,3.849484993517244
2013,Rutgers,48,180.79,3,10,0,3,True,23.06501132523848,-13.06501132523848
2013,Kansas,49,180.28,1,3,0,3,True,22.974163663916435,-19.974163663916435
2013,Washington State,50,177.9,4,6,0,3,True,22.550207911080253,-16.550207911080253
2013,Illinois,51,176.35,4,11,0,3,True,22.274102273728953,-11.274102273728953
2013,Stanford,52,175.38,11,43,3,3,True,22.101313584547817,20.898686415452183
2013,Northwestern,53,174.64,5,8,0,3,True,21.96949540929623,-13.96949540929623
2013,South Florida,54,173.74,5,12,0,3,True,21.80917600696322,-9.80917600696322
2013,Boise State,55,173.51,7,24,1,3,True,21.768205493033673,2.2317945069663274
2013,Iowa,56,171.96,8,25,0,3,True,21.492099855682376,3.507900144317624
2013,Houston,57,171.4,7,19,1,3,True,21.39234556089739,-2.3923455608973896
2013,Marshall,58,170.81,0,0,0,3,True,21.28724728603464,-21.28724728603464
2013,NC State,59,166.04,13,44,1,3,True,20.437554453669673,23.562445546330327
2013,Cincinnati,60,162.33,4,8,0,3,True,19.77668225071915,-11.776682250719151
2013,Purdue,61,162.05,3,5,0,3,True,19.726805103326658,-14.726805103326658
2013,UConn,62,160.61,2,6,0,3,True,19.47029405959384,-13.47029405959384
2013,Iowa State,63,159.52,0,0,0,3,True,19.276129450101635,-19.276129450101635
2013,Kansas State,64,158.71,4,12,0,3,True,19.131841988001927,-7.131841988001927
2013,Wake Forest,65,153.0,3,8,0,3,True,18.114704446533594,-10.114704446533594
2013,BYU,66,152.55,3,11,0,3,True,18.03454474536709,-7.034544745367089
2013,Minnesota,67,152.11,3,7,0,3,True,17.956166370893175,-10.956166370893175
2013,Colorado,68,151.29,5,18,0,3,True,17.81009758210087,0.18990241789913043
2013,San Diego State,69,151.17,5,16,1,3,True,17.7887216617898,-1.7887216617898005
2013,Georgia Tech,70,149.34,3,7,0,3,True,17.462738877046014,-10.462738877046014
2013,Duke,71,148.96,0,0,0,3,True,17.395048462727633,-17.395048462727633
2013,SMU,72,148.4,3,7,0,3,True,17.295294167942647,-10.295294167942647
2013,East Carolina,73,146.66,1,5,0,3,True,16.985343323432154,-11.985343323432154
2013,Syracuse,74,144.37,2,2,0,3,True,16.577419510829273,-14.577419510829273
2013,Fresno State,75,142.76,0,0,0,3,True,16.290625913322437,-16.290625913322437
2013,Toledo,76,141.96,4,9,0,3,True,16.14811977791532,-7.148119777915319
2013,Temple,77,140.29,8,22,1,3,True,15.85063822025295,6.14936177974705
2013,Hawai'i,78,139.5,0,0,0,3,True,15.70991341153842,-15.70991341153842
2013,UCF,79,139.32,5,21,1,3,True,15.677849531071814,5.322150468928186
2013,Louisiana,80,138.35,3,6,0,3,True,15.505060841890682,-9.505060841890682
2013,Tulsa,81,138.11,0,0,0,3,True,15.462309001268547,-15.462309001268547
2013,Southern Miss,82,136.46,5,10,0,3,True,15.16839009699136,-5.168390096991359
2013,Tulane,83,133.37,3,3,0,3,True,14.61796014898135,-11.61796014898135
2013,Colorado State,84,132.61,3,7,0,3,True,14.482579320344588,-7.482579320344588
2013,Bowling Green,85,131.36,0,0,0,3,True,14.259913483770958,-14.259913483770958
2013,Boston College,86,126.19,7,21,0,3,True,13.338967583702434,7.661032416297566
2013,Middle Tennessee,87,125.23,2,5,0,3,True,13.167960221213889,-8.167960221213889
2013,Nevada,88,124.94,1,5,0,3,True,13.116301747128805,-8.116301747128805
2013,Louisiana Tech,89,124.51,7,19,1,3,True,13.039704699347478,5.960295300652522
2013,Memphis,90,123.56,4,16,1,3,True,12.870478663551523,3.1295213364484766
2013,Rice,91,123.22,0,0,0,3,True,12.809913556003494,-12.809913556003494
2013,South Alabama,92,123.16,1,5,0,3,True,12.799225595847961,-7.799225595847961
2013,New Mexico,93,122.45,1,1,0,3,True,12.67275140067414,-11.67275140067414
2013,Texas State,94,120.48,0,0,0,3,True,12.321830042234104,-12.321830042234104
2013,Western Kentucky,95,120.24,7,19,0,3,True,12.279078201611966,6.720921798388034
2013,Florida Atlantic,96,119.58,1,4,0,3,True,12.161510639901092,-8.161510639901092
2013,UAB,97,118.27,0,0,0,3,True,11.92815684317193,-11.92815684317193
2013,UNLV,98,117.06,0,0,0,3,True,11.71261631336866,-11.71261631336866
2013,Troy,99,114.51,1,4,0,3,True,11.25837800675846,-7.258378006758459
2013,Arkansas State,100,113.75,0,0,0,3,True,11.122997178121693,-11.122997178121693
2013,Massachusetts,101,112.55,1,2,0,3,True,10.90923797501101,-8.90923797501101
2013,Northern Illinois,102,108.89,1,4,0,3,True,10.25727240552343,-6.25727240552343
2013,UTSA,103,108.72,2,8,1,3,True,10.226989851749416,-2.2269898517494155
2013,Central Michigan,104,108.05,2,3,0,3,True,10.107640963345954,-7.107640963345954
2013,Ball State,105,107.69,0,0,0,3,True,10.043513202412747,-10.043513202412747
2013,Miami (OH),106,107.36,0,0,0,3,True,9.984729421557311,-9.984729421557311
2013,Air Force,107,106.74,0,0,0,3,True,9.874287166616792,-9.874287166616792
2013,Western Michigan,108,106.64,7,23,1,3,True,9.8564738996909,13.1435261003091
2013,Utah State,109,105.41,3,9,0,3,True,9.637370716502453,-0.6373707165024527
2013,Wyoming,110,101.61,3,10,1,3,True,8.960466573318623,1.039533426681377
2013,Georgia State,111,101.05,1,1,0,3,True,8.86071227853364,-7.86071227853364
2013,Charlotte,112,100.75,1,4,0,3,True,8.80727247775597,-4.807272477755969
2013,Eastern Michigan,113,98.58,2,2,0,3,True,8.42072458546415,-6.42072458546415
2013,Florida International,114,98.08,2,5,0,3,True,8.3316582508347,-3.3316582508346997
2013,Akron,115,97.64,1,2,0,3,True,8.253279876360786,-6.253279876360786
2013,Navy,116,97.15,1,1,0,3,True,8.165994868423923,-7.1659948684239225
2013,Ohio,117,96.79,3,7,0,3,True,8.101867107490719,-1.101867107490719
2013,Kent State,118,95.27,0,0,0,3,True,7.831105450217187,-7.831105450217187
2013,North Texas,119,93.6,0,0,0,3,True,7.533623892554818,-7.533623892554818
2013,New Mexico State,120,92.08,1,3,0,3,True,7.26286223528129,-4.26286223528129
2013,UTEP,121,88.53,2,7,0,3,True,6.630491259412187,0.369508740587813
2013,Old Dominion,122,87.47,0,0,0,3,True,6.441670629997752,-6.441670629997752
2013,San José State,123,83.62,3,5,0,3,True,5.75585985335098,-0.7558598533509802
2013,Idaho,124,80.11,0,0,0,3,True,5.130614184252233,-5.130614184252233
2013,App State,125,78.64,2,3,0,3,True,4.868759160441648,-1.8687591604416482
2013,UL Monroe,126,77.32,1,2,0,3,True,4.633624037019896,-2.633624037019896
2013,Army,127,74.07,0,0,0,3,True,4.054692861928464,-4.054692861928464
2013,Buffalo,128,72.53,1,1,0,3,True,3.7803685512697562,-2.7803685512697562
2013,Yale,129,70.19,1,1,0,3,True,3.3635381052039257,-2.3635381052039257
2013,Harvard,130,51.51,1,2,0,3,True,0.03601984344763842,1.9639801565523616
2013,South Carolina State,131,50.71,3,10,0,3,True,-0.10648629195948267,10.106486291959483
2013,Tennessee Tech,132,47.01,0,0,0,3,True,-0.7655771682174208,0.7655771682174208
2013,Samford,133,46.1,1,5,0,3,True,-0.9276778972430204,5.92767789724302
2013,Jacksonville State,134,42.28,1,2,0,3,True,-1.6081446938120258,3.608144693812026
2013,Georgia Southern,135,40.99,2,4,0,3,True,-1.8379358371560093,5.837935837156009
2013,Furman,136,37.08,0,0,0,3,True,-2.5344345739583165,2.5344345739583165
2013,Coastal Carolina,137,35.72,1,1,0,3,True,-2.7766950041504233,3.7766950041504233
2013,Chattanooga,138,34.29,1,1,0,3,True,-3.0314247211906524,4.031424721190652
2013,Pennsylvania,139,34.17,1,2,0,3,True,-3.0528006415017206,5.052800641501721
