first_name,last_name,school,year,wins,losses,sp_overall,sp_offense,sp_defense,coach_name
Walt,Bell,Massachusetts,2020,0,4,-31.3,16.7,47.8,Walt Bell
Tim,Billings,Southern Miss,2020,2,3,-7.9,24.2,32.1,Tim Billings
Mike,Bloomgren,Rice,2020,2,3,-9.2,17.3,26.5,Mike Bloomgren
Mike,Bobo,South Carolina,2020,0,3,-2.4,27.5,29.7,Mike Bobo
Craig,Bohl,Wyoming,2020,2,4,-2.5,22.4,24.9,Craig Bohl
Brent,Brennan,San José State,2020,7,1,0.1,30.4,30.4,Brent Brennan
Jeff,Brohm,Purdue,2020,2,4,5.9,32.6,26.8,Jeff Brohm
Mack,Brown,North Carolina,2020,8,4,,,,Mack Brown
Neal,Brown,West Virginia,2020,6,4,8.5,27.9,19.4,Neal Brown
Troy,Calhoun,Air Force,2020,3,3,-5.6,24.1,29.8,Troy Calhoun
Matt,Campbell,Iowa State,2020,9,3,13.3,34.5,21.1,Matt Campbell
Steve,Campbell,South Alabama,2020,4,7,-11.3,22.5,33.7,Steve Campbell
Jason,Candle,Toledo,2020,4,2,,,,Jason Candle
Rod,Carey,Temple,2020,1,6,,,,Rod Carey
Jamey,Chadwell,Coastal Carolina,2020,11,1,6.6,33.7,27.3,Jamey Chadwell
Paul,Chryst,Wisconsin,2020,4,3,26.5,38.7,12.2,Paul Chryst
Bill,Clark,UAB,2020,6,3,6.3,24.7,18.7,Bill Clark
Shawn,Clark,App State,2020,9,3,10.3,33.0,22.6,Shawn Clark
Dave,Clawson,Wake Forest,2020,4,5,,,,Dave Clawson
Geoff,Collins,Georgia Tech,2020,3,7,,,,Geoff Collins
Chris,Creighton,Eastern Michigan,2020,2,4,,,,Chris Creighton
Mario,Cristobal,Oregon,2020,4,3,,,,Mario Cristobal
David,Cutcliffe,Duke,2020,2,9,,,,David Cutcliffe
Butch,Davis,Florida International,2020,0,5,-10.7,21.6,32.4,Butch Davis
Ryan,Day,Ohio State,2020,7,1,28.4,45.3,16.7,Ryan Day
Kalen,DeBoer,Fresno State,2020,3,3,-5.5,29.3,34.8,Kalen DeBoer
Manny,Diaz,Miami,2020,8,3,,,,Manny Diaz
Dana,Dimel,UTEP,2020,3,5,-18.6,17.9,36.2,Dana Dimel
Dave,Doeren,NC State,2020,8,4,,,,Dave Doeren
Karl,Dorrell,Colorado,2020,4,2,,,,Karl Dorrell
Eli,Drinkwitz,Missouri,2020,5,5,-1.0,23.4,24.6,Eli Drinkwitz
Sonny,Dykes,SMU,2020,7,3,,,,Sonny Dykes
Randy,Edsall,UConn,2020,0,0,,,,Randy Edsall
Herm,Edwards,Arizona State,2020,2,2,,,,Herm Edwards
Shawn,Elliott,Georgia State,2020,6,4,-5.7,28.7,34.2,Shawn Elliott
Kirk,Ferentz,Iowa,2020,6,2,16.3,29.7,13.5,Kirk Ferentz
Luke,Fickell,Cincinnati,2020,9,1,,,,Luke Fickell
Jimbo,Fisher,Texas A&M,2020,9,1,16.2,37.7,21.5,Jimbo Fisher
Todd,Fitch,Vanderbilt,2020,0,1,-16.8,17.7,34.1,Todd Fitch
Pat,Fitzgerald,Northwestern,2020,7,2,9.0,24.0,15.2,Pat Fitzgerald
P.J.,Fleck,Minnesota,2020,3,4,4.7,35.8,30.7,P.J. Fleck
James,Franklin,Penn State,2020,4,5,13.9,35.0,21.0,James Franklin
Hugh,Freeze,Liberty,2020,10,1,6.5,34.2,27.6,Hugh Freeze
Willie,Fritz,Tulane,2020,6,6,,,,Willie Fritz
Scott,Frost,Nebraska,2020,3,5,7.7,33.7,25.9,Scott Frost
Justin,Fuente,Virginia Tech,2020,5,6,,,,Justin Fuente
Danny,Gonzales,New Mexico,2020,2,5,-15.0,24.4,39.3,Danny Gonzales
Todd,Graham,Hawai'i,2020,5,4,-7.1,28.2,35.2,Todd Graham
Mike,Gundy,Oklahoma State,2020,8,3,14.2,30.7,16.7,Mike Gundy
Jeff,Hafley,Boston College,2020,6,5,,,,Jeff Hafley
Thomas,Hammock,Northern Illinois,2020,0,6,,,,Thomas Hammock
Jim,Harbaugh,Michigan,2020,2,4,10.7,33.0,22.2,Jim Harbaugh
Bryan,Harsin,Boise State,2020,5,2,6.7,33.1,26.4,Bryan Harsin
Will,Healy,Charlotte,2020,2,4,-6.6,29.4,35.8,Will Healy
Clay,Helton,USC,2020,5,1,,,,Clay Helton
Tyson,Helton,Western Kentucky,2020,5,7,-3.2,18.9,22.3,Tyson Helton
Tom,Herman,Texas,2020,7,3,9.7,34.8,25.2,Tom Herman
Josh,Heupel,UCF,2020,6,4,,,,Josh Heupel
Brady,Hoke,San Diego State,2020,4,4,5.3,20.2,15.0,Brady Hoke
Dana,Holgorsen,Houston,2020,3,5,,,,Dana Holgorsen
Doc,Holliday,Marshall,2020,7,3,9.5,28.6,19.0,Doc Holliday
Skip,Holtz,Louisiana Tech,2020,5,5,-7.0,24.4,31.4,Skip Holtz
Jay,Hopson,Southern Miss,2020,0,1,-7.9,24.2,32.1,Jay Hopson
Mike,Houston,East Carolina,2020,3,6,,,,Mike Houston
Brian,Kelly,Notre Dame,2020,10,2,,,,Brian Kelly
Chip,Kelly,UCLA,2020,3,4,,,,Chip Kelly
Lane,Kiffin,Ole Miss,2020,5,5,4.8,38.1,33.2,Lane Kiffin
Chris,Klieman,Kansas State,2020,4,6,2.0,26.7,24.7,Chris Klieman
Jimmy,Lake,Washington,2020,3,1,,,,Jimmy Lake
Mike,Leach,Mississippi State,2020,4,7,-1.4,25.4,26.9,Mike Leach
Lance,Leipold,Buffalo,2020,6,1,,,,Lance Leipold
Tim,Lester,Western Michigan,2020,4,2,,,,Tim Lester
Sean,Lewis,Kent State,2020,3,1,,,,Sean Lewis
Chip,Lindsey,Troy,2020,5,6,2.3,28.4,25.8,Chip Lindsey
Seth,Littrell,North Texas,2020,4,6,-8.0,28.9,36.7,Seth Littrell
Mike,Locksley,Maryland,2020,2,3,-0.1,27.8,28.0,Mike Locksley
Scot,Loeffler,Bowling Green,2020,0,5,,,,Scot Loeffler
Chad,Lunsford,Georgia Southern,2020,8,5,0.2,27.4,27.1,Chad Lunsford
Frank,Maile,Utah State,2020,1,2,-16.7,20.2,37.0,Frank Maile
Gus,Malzahn,Auburn,2020,6,4,12.6,33.0,20.7,Gus Malzahn
Chuck,Martin,Miami (OH),2020,2,1,,,,Chuck Martin
Doug,Martin,New Mexico State,2020,1,1,,,,Doug Martin
Derek,Mason,Vanderbilt,2020,0,8,-16.8,17.7,34.1,Derek Mason
Jim,McElwain,Central Michigan,2020,3,3,,,,Jim McElwain
Bronco,Mendenhall,Virginia,2020,5,5,,,,Bronco Mendenhall
Les,Miles,Kansas,2020,0,9,-16.3,18.5,34.5,Les Miles
Jeff,Monken,Army,2020,9,3,2.7,27.8,25.3,Jeff Monken
Philip,Montgomery,Tulsa,2020,6,3,,,,Philip Montgomery
Dan,Mullen,Florida,2020,8,4,19.8,43.3,23.9,Dan Mullen
Will,Muschamp,South Carolina,2020,2,5,-2.4,27.5,29.7,Will Muschamp
Billy,Napier,Louisiana,2020,10,1,8.1,33.8,25.6,Billy Napier
Pat,Narduzzi,Pittsburgh,2020,6,5,,,,Pat Narduzzi
Mike,Neu,Ball State,2020,7,1,,,,Mike Neu
Ken,Niumatalolo,Navy,2020,3,7,,,,Ken Niumatalolo
Jay,Norvell,Nevada,2020,7,2,1.9,27.5,25.6,Jay Norvell
Mike,Norvell,Florida State,2020,3,6,,,,Mike Norvell
Ed,Orgeron,LSU,2020,5,5,6.0,33.8,28.3,Ed Orgeron
Gary,Patterson,TCU,2020,6,4,1.6,24.3,22.8,Gary Patterson
Sam,Pittman,Arkansas,2020,3,7,1.6,28.5,26.7,Sam Pittman
Jeremy,Pruitt,Tennessee,2020,3,7,0.9,24.3,23.6,Jeremy Pruitt
Ricky,Rahne,Old Dominion,2020,0,0,,,,Ricky Rahne
Lincoln,Riley,Oklahoma,2020,9,2,17.8,43.0,25.2,Lincoln Riley
Nick,Rolovich,Washington State,2020,1,3,,,,Nick Rolovich
Nick,Saban,Alabama,2020,13,0,28.3,46.8,18.6,Nick Saban
Scott,Satterfield,Louisville,2020,4,7,,,,Scott Satterfield
Greg,Schiano,Rutgers,2020,3,6,-10.5,20.8,31.5,Greg Schiano
Jeff,Scott,South Florida,2020,1,8,,,,Jeff Scott
David,Shaw,Stanford,2020,4,2,,,,David Shaw
Ryan,Silverfield,Memphis,2020,8,3,,,,Ryan Silverfield
Kalani,Sitake,BYU,2020,11,1,19.2,39.2,20.3,Kalani Sitake
Kirby,Smart,Georgia,2020,8,2,19.1,30.8,12.1,Kirby Smart
Jonathan,Smith,Oregon State,2020,2,5,,,,Jonathan Smith
Lovie,Smith,Illinois,2020,2,5,-5.4,23.9,29.4,Lovie Smith
Rod,Smith,Illinois,2020,0,1,-5.4,23.9,29.4,Rod Smith
Frank,Solich,Ohio,2020,2,1,,,,Frank Solich
Jake,Spavital,Texas State,2020,2,10,-13.4,23.5,36.9,Jake Spavital
Kevin,Steele,Auburn,2020,0,1,12.6,33.0,20.7,Kevin Steele
Rick,Stockstill,Middle Tennessee,2020,3,6,-11.7,24.3,35.8,Rick Stockstill
Mark,Stoops,Kentucky,2020,5,6,2.2,25.9,24.1,Mark Stoops
Kevin,Sumlin,Arizona,2020,0,5,,,,Kevin Sumlin
Dabo,Swinney,Clemson,2020,10,2,,,,Dabo Swinney
Willie,Taggart,Florida Atlantic,2020,5,4,-0.3,23.2,23.7,Willie Taggart
Jeff,Traylor,UTSA,2020,7,5,-9.6,23.8,33.7,Jeff Traylor
Mel,Tucker,Michigan State,2020,2,5,-2.4,18.3,20.6,Mel Tucker
Matt,Viator,UL Monroe,2020,0,10,-18.4,21.6,39.6,Matt Viator
Scotty,Walden,Southern Miss,2020,1,3,-7.9,24.2,32.1,Scotty Walden
Matt,Wells,Texas Tech,2020,4,6,-4.2,28.4,32.3,Matt Wells
Kyle,Whittingham,Utah,2020,3,2,,,,Kyle Whittingham
Justin,Wilcox,California,2020,1,3,,,,Justin Wilcox
Steve,Addazio,Colorado State,2021,3,9,-2.4,23.3,25.9,Steve Addazio
Tim,Albin,Ohio,2021,3,9,-11.6,25.1,35.2,Tim Albin
Tom,Allen,Indiana,2021,2,10,-7.8,20.4,27.3,Tom Allen
Blake,Anderson,Utah State,2021,11,3,0.1,28.4,27.9,Blake Anderson
Blake,Anderson,Utah State,2021,0,0,0.1,28.4,27.9,Blake Anderson
Dave,Aranda,Baylor,2021,12,2,15.6,33.1,17.1,Dave Aranda
Marcus,Arroyo,UNLV,2021,2,10,-13.8,19.9,33.0,Marcus Arroyo
Tom,Arth,Akron,2021,2,7,-23.1,20.3,41.7,Tom Arth
Andy,Avalos,Boise State,2021,7,5,9.4,28.4,20.8,Andy Avalos
Dino,Babers,Syracuse,2021,5,7,0.3,27.1,25.2,Dino Babers
Shane,Beamer,South Carolina,2021,7,6,3.9,26.0,24.2,Shane Beamer
Walt,Bell,Massachusetts,2021,1,8,-29.3,16.1,43.9,Walt Bell
Bret,Bielema,Illinois,2021,5,7,4.3,23.2,21.8,Bret Bielema
Mike,Bloomgren,Rice,2021,4,8,-22.9,18.2,38.3,Mike Bloomgren
Craig,Bohl,Wyoming,2021,7,6,0.6,26.0,23.5,Craig Bohl
Terry,Bowden,UL Monroe,2021,4,8,-20.3,15.6,35.1,Terry Bowden
Brent,Brennan,San José State,2021,5,7,-1.9,22.6,25.2,Brent Brennan
Jeff,Brohm,Purdue,2021,9,4,10.3,32.6,21.1,Jeff Brohm
Mack,Brown,North Carolina,2021,6,7,6.4,37.8,31.7,Mack Brown
Neal,Brown,West Virginia,2021,6,7,1.8,27.7,25.0,Neal Brown
Troy,Calhoun,Air Force,2021,10,3,7.4,30.0,22.0,Troy Calhoun
Matt,Campbell,Iowa State,2021,7,6,14.3,33.8,20.2,Matt Campbell
Steve,Campbell,South Alabama,2021,0,0,-7.2,21.4,28.0,Steve Campbell
Jason,Candle,Toledo,2021,7,6,6.9,29.0,20.7,Jason Candle
Rod,Carey,Temple,2021,3,9,-19.1,17.5,34.1,Rod Carey
Jamey,Chadwell,Coastal Carolina,2021,11,2,13.2,39.5,26.1,Jamey Chadwell
Paul,Chryst,Wisconsin,2021,9,4,20.1,29.8,10.8,Paul Chryst
Bill,Clark,UAB,2021,9,4,9.1,32.1,21.7,Bill Clark
Shawn,Clark,App State,2021,10,4,10.3,32.0,23.5,Shawn Clark
Dave,Clawson,Wake Forest,2021,11,3,10.1,38.0,29.2,Dave Clawson
Geoff,Collins,Georgia Tech,2021,3,9,-6.7,27.0,32.4,Geoff Collins
Chris,Creighton,Eastern Michigan,2021,7,6,-7.8,27.2,37.2,Chris Creighton
Mario,Cristobal,Oregon,2021,10,3,10.2,35.0,26.0,Mario Cristobal
Sonny,Cumbie,Texas Tech,2021,2,3,9.8,34.6,27.1,Sonny Cumbie
David,Cutcliffe,Duke,2021,3,9,-13.5,23.4,36.3,David Cutcliffe
Brad,Davis,LSU,2021,0,1,4.1,28.0,25.6,Brad Davis
Butch,Davis,Florida International,2021,1,11,-21.6,19.9,40.2,Butch Davis
Ryan,Day,Ohio State,2021,11,2,29.3,47.2,20.6,Ryan Day
Kalen,DeBoer,Fresno State,2021,9,3,10.8,34.7,24.2,Kalen DeBoer
Michael,Desormeaux,Louisiana,2021,1,0,8.7,30.3,21.2,Michael Desormeaux
Manny,Diaz,Miami,2021,7,5,10.8,34.8,25.0,Manny Diaz
Jake,Dickert,Washington State,2021,3,3,6.7,32.0,26.0,Jake Dickert
Dana,Dimel,UTEP,2021,7,6,-4.2,23.9,28.3,Dana Dimel
Dave,Doeren,NC State,2021,9,3,16.1,33.1,17.7,Dave Doeren
Karl,Dorrell,Colorado,2021,4,8,-10.0,18.8,29.6,Karl Dorrell
Eli,Drinkwitz,Missouri,2021,6,7,3.1,31.1,29.9,Eli Drinkwitz
Sonny,Dykes,SMU,2021,8,4,8.9,36.7,27.1,Sonny Dykes
Randy,Edsall,UConn,2021,0,2,-25.6,12.7,36.8,Randy Edsall
Herm,Edwards,Arizona State,2021,8,5,11.8,33.5,20.9,Herm Edwards
Shawn,Elliott,Georgia State,2021,8,5,1.8,27.5,26.7,Shawn Elliott
Kirk,Ferentz,Iowa,2021,10,4,11.4,23.6,14.4,Kirk Ferentz
Luke,Fickell,Cincinnati,2021,13,1,21.2,37.5,15.9,Luke Fickell
Jedd,Fisch,Arizona,2021,1,11,-12.6,19.2,32.3,Jedd Fisch
Jimbo,Fisher,Texas A&M,2021,8,4,21.1,33.6,14.9,Jimbo Fisher
Pat,Fitzgerald,Northwestern,2021,3,9,-11.1,19.4,27.3,Pat Fitzgerald
P.J.,Fleck,Minnesota,2021,9,4,14.4,29.3,15.4,P.J. Fleck
James,Franklin,Penn State,2021,7,6,14.3,28.0,14.6,James Franklin
Marcus,Freeman,Notre Dame,2021,0,1,17.4,36.2,18.9,Marcus Freeman
Hugh,Freeze,Liberty,2021,8,5,8.4,32.1,23.1,Hugh Freeze
Willie,Fritz,Tulane,2021,2,10,-3.9,27.9,30.4,Willie Fritz
Scott,Frost,Nebraska,2021,3,9,10.3,34.1,21.3,Scott Frost
Justin,Fuente,Virginia Tech,2021,5,5,2.4,26.7,25.2,Justin Fuente
Danny,Gonzales,New Mexico,2021,3,9,-18.6,11.6,29.8,Danny Gonzales
Todd,Graham,Hawai'i,2021,6,7,-2.3,27.1,30.1,Todd Graham
Bob,Gregory,Washington,2021,0,3,-0.7,22.8,23.6,Bob Gregory
Mike,Gundy,Oklahoma State,2021,12,2,17.2,30.6,14.3,Mike Gundy
Jeff,Hafley,Boston College,2021,6,6,0.9,27.0,26.5,Jeff Hafley
Brandon,Hall,Troy,2021,0,1,-6.5,20.1,26.7,Brandon Hall
Will,Hall,Southern Miss,2021,3,9,-14.2,15.0,28.6,Will Hall
Thomas,Hammock,Northern Illinois,2021,9,5,-7.1,29.4,36.1,Thomas Hammock
Jim,Harbaugh,Michigan,2021,12,2,23.4,36.5,15.8,Jim Harbaugh
Bryan,Harsin,Auburn,2021,6,7,11.0,30.2,19.8,Bryan Harsin
Will,Healy,Charlotte,2021,5,7,-13.7,27.6,41.2,Will Healy
Clay,Helton,USC,2021,1,1,-0.6,32.3,33.4,Clay Helton
Tyson,Helton,Western Kentucky,2021,9,5,13.3,40.5,28.8,Tyson Helton
Josh,Heupel,Tennessee,2021,7,6,17.5,39.4,23.8,Josh Heupel
Brady,Hoke,San Diego State,2021,12,2,8.3,23.7,17.1,Brady Hoke
Dana,Holgorsen,Houston,2021,12,2,10.9,31.5,20.0,Dana Holgorsen
Skip,Holtz,Louisiana Tech,2021,3,9,-11.6,23.6,34.4,Skip Holtz
Mike,Houston,East Carolina,2021,7,5,0.5,27.4,28.3,Mike Houston
Charles,Huff,Marshall,2021,7,6,8.0,32.8,23.5,Charles Huff
Butch,Jones,Arkansas State,2021,2,10,-17.9,21.0,40.0,Butch Jones
Brian,Kelly,Notre Dame,2021,11,1,17.4,36.2,18.9,Brian Kelly
Chip,Kelly,UCLA,2021,8,4,9.4,37.7,27.8,Chip Kelly
Lane,Kiffin,Ole Miss,2021,10,3,14.8,36.8,22.4,Lane Kiffin
Jerry,Kill,TCU,2021,2,2,-0.6,33.2,33.9,Jerry Kill
Chris,Klieman,Kansas State,2021,8,5,14.2,33.5,19.0,Chris Klieman
Greg,Knox,Florida,2021,1,0,11.0,35.0,23.2,Greg Knox
Jimmy,Lake,Washington,2021,4,5,-0.7,22.8,23.6,Jimmy Lake
Clark,Lea,Vanderbilt,2021,2,10,-19.4,17.4,35.6,Clark Lea
Mike,Leach,Mississippi State,2021,7,6,10.5,34.6,22.0,Mike Leach
Jim,Leavitt,SMU,2021,0,0,8.9,36.7,27.1,Jim Leavitt
Lance,Leipold,Kansas,2021,2,10,-19.7,22.3,40.6,Lance Leipold
Tim,Lester,Western Michigan,2021,8,5,0.6,33.1,29.0,Tim Lester
Sean,Lewis,Kent State,2021,7,7,-6.4,32.3,36.9,Sean Lewis
Chip,Lindsey,Troy,2021,5,6,-6.5,20.1,26.7,Chip Lindsey
Maurice,Linguist,Buffalo,2021,4,8,-9.5,24.6,33.1,Maurice Linguist
Seth,Littrell,North Texas,2021,6,7,-6.5,23.1,28.5,Seth Littrell
Mike,Locksley,Maryland,2021,7,6,6.2,34.8,27.4,Mike Locksley
Scot,Loeffler,Bowling Green,2021,4,8,-12.4,17.1,29.8,Scot Loeffler
Chad,Lunsford,Georgia Southern,2021,1,3,-15.3,18.4,34.0,Chad Lunsford
Gus,Malzahn,UCF,2021,9,4,4.8,29.6,23.4,Gus Malzahn
Lee,Marks,Fresno State,2021,1,0,10.8,34.7,24.2,Lee Marks
Chuck,Martin,Miami (OH),2021,7,6,1.5,29.3,26.8,Chuck Martin
Doug,Martin,New Mexico State,2021,2,10,-24.2,20.6,43.7,Doug Martin
Bryan,McClendon,Oregon,2021,0,1,10.2,35.0,26.0,Bryan McClendon
Jim,McElwain,Central Michigan,2021,9,4,-1.0,28.5,29.3,Jim McElwain
Bronco,Mendenhall,Virginia,2021,6,6,7.2,39.3,31.5,Bronco Mendenhall
Alex,Miller,Massachusetts,2021,0,3,-29.3,16.1,43.9,Alex Miller
Jeff,Monken,Army,2021,9,4,4.7,28.8,23.5,Jeff Monken
Philip,Montgomery,Tulsa,2021,7,6,5.8,28.7,24.0,Philip Montgomery
Dan,Mullen,Florida,2021,5,6,11.0,35.0,23.2,Dan Mullen
Billy,Napier,Louisiana,2021,12,1,8.7,30.3,21.2,Billy Napier
Pat,Narduzzi,Pittsburgh,2021,11,3,17.6,38.2,21.4,Pat Narduzzi
Mike,Neu,Ball State,2021,6,7,-11.2,21.6,33.7,Mike Neu
Ken,Niumatalolo,Navy,2021,4,8,-8.5,20.0,27.7,Ken Niumatalolo
Jay,Norvell,Nevada,2021,8,4,3.6,30.3,26.9,Jay Norvell
Mike,Norvell,Florida State,2021,5,7,7.6,29.8,23.0,Mike Norvell
Ed,Orgeron,LSU,2021,6,6,4.1,28.0,25.6,Ed Orgeron
Gary,Patterson,TCU,2021,3,5,-0.6,33.2,33.9,Gary Patterson
Sam,Pittman,Arkansas,2021,9,4,13.8,34.3,21.3,Sam Pittman
J.C.,Price,Virginia Tech,2021,1,2,2.4,26.7,25.2,J.C. Price
Ricky,Rahne,Old Dominion,2021,6,7,-7.4,21.2,28.0,Ricky Rahne
Lincoln,Riley,Oklahoma,2021,10,2,16.8,41.1,25.6,Lincoln Riley
Oscar,Rodriguez,Akron,2021,0,3,-23.1,20.3,41.7,Oscar Rodriguez
Nick,Rolovich,Washington State,2021,4,3,6.7,32.0,26.0,Nick Rolovich
Nick,Saban,Alabama,2021,13,2,26.0,40.9,15.6,Nick Saban
Steve,Sarkisian,Texas,2021,5,7,8.5,34.6,28.4,Steve Sarkisian
Scott,Satterfield,Louisville,2021,6,7,7.8,34.9,26.6,Scott Satterfield
Greg,Schiano,Rutgers,2021,5,8,-3.0,20.8,23.7,Greg Schiano
Jeff,Scott,South Florida,2021,2,10,-12.1,23.5,36.2,Jeff Scott
David,Shaw,Stanford,2021,3,9,-10.2,22.2,33.6,David Shaw
Ryan,Silverfield,Memphis,2021,6,6,1.0,29.6,27.9,Ryan Silverfield
Jess,Simpson,Miami,2021,0,0,10.8,34.8,25.0,Jess Simpson
Kalani,Sitake,BYU,2021,10,3,8.9,37.2,27.9,Kalani Sitake
Kirby,Smart,Georgia,2021,14,1,32.0,41.4,10.3,Kirby Smart
Jonathan,Smith,Oregon State,2021,7,6,8.9,36.9,28.5,Jonathan Smith
Lou,Spanos,UConn,2021,1,9,-25.6,12.7,36.8,Lou Spanos
Jake,Spavital,Texas State,2021,4,8,-16.0,20.7,36.9,Jake Spavital
Rick,Stockstill,Middle Tennessee,2021,7,6,-4.0,24.0,27.1,Rick Stockstill
Bob,Stoops,Oklahoma,2021,1,0,16.8,41.1,25.6,Bob Stoops
Mark,Stoops,Kentucky,2021,10,3,13.4,35.1,22.3,Mark Stoops
Dabo,Swinney,Clemson,2021,10,3,18.7,28.3,11.6,Dabo Swinney
Willie,Taggart,Florida Atlantic,2021,5,7,-5.2,23.1,28.4,Willie Taggart
Vai,Taua,Nevada,2021,0,1,3.6,30.3,26.9,Vai Taua
Jeff,Traylor,UTSA,2021,12,2,6.5,33.0,27.8,Jeff Traylor
Mel,Tucker,Michigan State,2021,11,2,11.2,34.3,21.7,Mel Tucker
Matt,Wells,Texas Tech,2021,5,3,9.8,34.6,27.1,Matt Wells
Kevin,Whitley,Georgia Southern,2021,2,6,-15.3,18.4,34.0,Kevin Whitley
Kyle,Whittingham,Utah,2021,10,4,15.2,37.2,20.7,Kyle Whittingham
Justin,Wilcox,California,2021,5,7,3.4,27.5,25.0,Justin Wilcox
Donte,Williams,USC,2021,3,7,-0.6,32.3,33.4,Donte Williams
Kane,Wommack,South Alabama,2021,5,7,-7.2,21.4,28.0,Kane Wommack
Shaun,Aguano,Arizona State,2022,2,7,-4.1,30.5,35.7,Shaun Aguano
Tim,Albin,Ohio,2022,10,4,-4.6,31.6,35.2,Tim Albin
Josh,Aldridge,Liberty,2022,0,1,-1.5,24.1,25.4,Josh Aldridge
Tom,Allen,Indiana,2022,4,8,-7.1,29.9,36.6,Tom Allen
Blake,Anderson,Utah State,2022,6,7,-13.3,25.4,38.5,Blake Anderson
Dave,Aranda,Baylor,2022,6,7,11.7,37.6,26.1,Dave Aranda
Zach,Arnett,Mississippi State,2022,1,0,15.4,35.1,19.9,Zach Arnett
Marcus,Arroyo,UNLV,2022,5,7,-11.9,20.8,34.1,Marcus Arroyo
Andy,Avalos,Boise State,2022,10,4,5.7,24.1,18.5,Andy Avalos
Dino,Babers,Syracuse,2022,7,6,2.5,27.4,24.7,Dino Babers
Shane,Beamer,South Carolina,2022,8,5,12.7,36.0,25.2,Shane Beamer
Phil,Bennett,North Texas,2022,0,1,-1.5,31.3,34.1,Phil Bennett
Bret,Bielema,Illinois,2022,8,5,15.9,20.6,5.5,Bret Bielema
Mike,Bloomgren,Rice,2022,5,8,-15.2,23.1,36.9,Mike Bloomgren
Craig,Bohl,Wyoming,2022,7,6,-10.8,14.9,26.2,Craig Bohl
Terry,Bowden,UL Monroe,2022,4,8,-15.7,23.2,39.0,Terry Bowden
Deion,Branch,Louisville,2022,1,0,9.0,27.0,19.1,Deion Branch
Brent,Brennan,San José State,2022,7,5,-4.3,19.1,21.6,Brent Brennan
Brian,Brohm,Purdue,2022,0,1,7.7,31.6,22.4,Brian Brohm
Jeff,Brohm,Purdue,2022,8,5,7.7,31.6,22.4,Jeff Brohm
Don,Brown,Massachusetts,2022,1,11,-30.3,7.5,36.4,Don Brown
Mack,Brown,North Carolina,2022,9,5,7.8,41.7,35.0,Mack Brown
Neal,Brown,West Virginia,2022,5,7,2.4,36.3,34.5,Neal Brown
Troy,Calhoun,Air Force,2022,10,3,3.9,16.3,12.3,Troy Calhoun
Matt,Campbell,Iowa State,2022,4,8,5.3,17.7,10.6,Matt Campbell
Jason,Candle,Toledo,2022,9,5,-3.7,25.7,27.9,Jason Candle
Jamey,Chadwell,Coastal Carolina,2022,9,3,0.6,32.7,30.6,Jamey Chadwell
Timmy,Chang,Hawai'i,2022,3,10,-24.7,15.8,39.4,Timmy Chang
Paul,Chryst,Wisconsin,2022,2,3,8.3,25.7,17.1,Paul Chryst
Curt,Cignetti,James Madison,2022,8,3,6.5,31.3,23.6,Curt Cignetti
Shawn,Clark,App State,2022,6,6,1.7,32.9,29.8,Shawn Clark
Dave,Clawson,Wake Forest,2022,8,5,8.2,43.3,35.2,Dave Clawson
Geoff,Collins,Georgia Tech,2022,1,3,-11.8,18.8,29.5,Geoff Collins
Kerry,Coombs,Cincinnati,2022,0,1,13.1,27.6,16.1,Kerry Coombs
Chris,Creighton,Eastern Michigan,2022,9,4,-7.1,24.0,32.4,Chris Creighton
Mario,Cristobal,Miami,2022,5,7,-2.7,24.4,28.9,Mario Cristobal
Sonny,Cumbie,Louisiana Tech,2022,3,9,-17.8,29.6,47.0,Sonny Cumbie
Daniel,Da Prato,South Florida,2022,0,3,-17.0,34.1,50.3,Daniel Da Prato
Ryan,Day,Ohio State,2022,11,2,31.1,45.1,15.7,Ryan Day
Kalen,DeBoer,Washington,2022,11,2,15.7,41.2,25.5,Kalen DeBoer
Michael,Desormeaux,Louisiana,2022,6,7,2.0,21.7,20.3,Michael Desormeaux
Jake,Dickert,Washington State,2022,7,6,9.5,25.1,16.7,Jake Dickert
Dana,Dimel,UTEP,2022,5,7,-10.7,20.8,32.7,Dana Dimel
Dave,Doeren,NC State,2022,8,5,6.8,20.4,15.3,Dave Doeren
Karl,Dorrell,Colorado,2022,0,5,-20.4,24.0,45.0,Karl Dorrell
Stan,Drayton,Temple,2022,3,9,-12.9,16.3,28.6,Stan Drayton
Eli,Drinkwitz,Missouri,2022,6,7,8.1,26.0,18.3,Eli Drinkwitz
Sonny,Dykes,TCU,2022,13,2,24.3,43.3,20.2,Sonny Dykes
Herm,Edwards,Arizona State,2022,1,2,-4.1,30.5,35.7,Herm Edwards
Mike,Elko,Duke,2022,9,4,5.0,29.4,24.7,Mike Elko
Shawn,Elliott,Georgia State,2022,4,8,-3.3,33.7,38.3,Shawn Elliott
Tony,Elliott,Virginia,2022,3,7,-9.0,16.2,24.4,Tony Elliott
Kirk,Ferentz,Iowa,2022,8,5,12.7,16.0,5.1,Kirk Ferentz
Luke,Fickell,Wisconsin,2022,1,0,8.3,25.7,17.1,Luke Fickell
Luke,Fickell,Cincinnati,2022,9,3,13.1,27.6,16.1,Luke Fickell
Jedd,Fisch,Arizona,2022,5,7,-3.2,37.6,41.1,Jedd Fisch
