year,team,rec_rank,rec_points,draft_picks_total,draft_score_total,first_round_total,draft_years_covered,complete_window,expected_draft_score,development_residual,sp_rating,sp_ranking,conference,wins,losses,games,coach_name,coach_sp_overall,win_pct
2008,Michigan,11,261.55,7,15,0,3,True,37.42822703672203,-22.428227036722028,1.6,62.0,Big Ten,3.0,9.0,12.0,Rich Rodriguez,1.6,0.25
2008,Florida State,12,259.98,18,59,4,3,True,37.14904959617178,21.85095040382822,18.7,18.0,ACC,9.0,4.0,13.0,Bobby Bowden,18.7,0.6923076923076923
2008,LSU,13,259.67,20,86,5,3,True,37.09392538816504,48.90607461183496,20.8,13.0,SEC,9.0,5.0,14.0,Les Miles,20.8,0.6428571428571429
2008,UCLA,14,250.33,7,24,1,3,True,35.43308634692979,-11.433086346929793,-0.1,66.0,Big Ten,4.0,8.0,12.0,Rick Neuheisel,-0.1,0.3333333333333333
2008,Colorado,15,236.08,8,25,2,3,True,32.89915097887816,-7.899150978878161,-2.7,73.0,Big 12,5.0,7.0,12.0,Dan Hawkins,-2.7,0.4166666666666667
2008,Texas A&M,16,228.03,10,38,3,3,True,31.467699770961275,6.532300229038725,-5.6,83.0,SEC,4.0,8.0,12.0,Mike Sherman,-5.6,0.3333333333333333
2008,Arizona State,17,225.65,3,9,0,3,True,31.044488109490196,-22.044488109490196,3.4,54.0,Big 12,5.0,7.0,12.0,Dennis Erickson,3.4,0.4166666666666667
2008,Virginia Tech,18,225.32,8,24,1,3,True,30.985807500966892,-6.985807500966892,8.1,37.0,ACC,10.0,4.0,14.0,Frank Beamer,8.1,0.7142857142857143
2008,Washington,19,225.25,5,23,2,3,True,30.973360099158917,-7.973360099158917,-21.3,114.0,Big Ten,0.0,12.0,12.0,Tyrone Willingham,-21.3,0.0
2008,Pittsburgh,20,224.64,5,17,1,3,True,30.864889883403727,-13.864889883403729,9.0,33.0,ACC,9.0,4.0,13.0,Dave Wannstedt,9.0,0.6923076923076923
2008,Auburn,21,224.19,6,23,2,3,True,30.784870871781045,-7.784870871781045,1.4,63.0,SEC,5.0,7.0,12.0,Tommy Tuberville,1.4,0.4166666666666667
2008,Illinois,22,220.63,12,51,3,3,True,30.151831579832702,20.848168420167298,8.9,34.0,Big Ten,5.0,7.0,12.0,Ron Zook,8.9,0.4166666666666667
2008,NC State,23,218.2,9,24,0,3,True,29.719728917070213,-5.7197289170702135,1.8,61.0,ACC,6.0,7.0,13.0,Tom O'Brien,1.8,0.46153846153846156
2008,Nebraska,24,215.29,13,31,1,3,True,29.2022726419102,1.7977273580898014,18.9,17.0,Big Ten,9.0,4.0,13.0,Bo Pelini,18.9,0.6923076923076923
2008,Arkansas,25,214.9,11,29,0,3,True,29.13292283183721,-0.132922831837206,4.8,51.0,SEC,5.0,7.0,12.0,Bobby Petrino,4.8,0.4166666666666667
2008,Minnesota,26,214.0,0,0,0,3,True,28.972884808591843,-28.972884808591843,3.0,56.0,Big Ten,7.0,6.0,13.0,Tim Brewster,3.0,0.5384615384615384
2008,Arizona,27,209.08,6,14,0,3,True,28.098010281517176,-14.098010281517176,16.3,22.0,Big 12,8.0,5.0,13.0,Mike Stoops,16.3,0.6153846153846154
2008,Missouri,28,207.9,6,30,3,3,True,27.88818265103992,2.1118173489600807,24.0,7.0,SEC,10.0,4.0,14.0,Gary Pinkel,24.0,0.7142857142857143
2008,California,29,205.43,14,45,1,3,True,27.4489671872443,17.5510328127557,18.0,20.0,ACC,9.0,4.0,13.0,Jeff Tedford,18.0,0.6923076923076923
2008,North Carolina,30,205.05,16,67,4,3,True,27.381395577429593,39.61860442257041,10.2,32.0,ACC,8.0,5.0,13.0,Butch Davis,10.2,0.6153846153846154
2008,Ole Miss,31,204.46,2,4,0,3,True,27.27648176219096,-23.27648176219096,17.1,21.0,SEC,9.0,4.0,13.0,Houston Nutt,17.1,0.6923076923076923
2008,Oklahoma State,32,204.03,5,20,2,3,True,27.20001915108484,-7.200019151084838,23.4,8.0,Big 12,9.0,4.0,13.0,Mike Gundy,23.4,0.6923076923076923
2008,Tennessee,33,203.39,7,24,1,3,True,27.086214334554803,-3.086214334554803,12.0,28.0,SEC,5.0,7.0,12.0,Phillip Fulmer,12.0,0.4166666666666667
2008,Oregon,34,200.86,10,33,2,3,True,26.636329669209495,6.363670330790505,19.6,15.0,Big Ten,10.0,3.0,13.0,Mike Bellotti,19.6,0.7692307692307693
2008,South Carolina,35,198.87,15,45,2,3,True,26.28246781781141,18.71753218218859,7.8,39.0,SEC,7.0,6.0,13.0,Steve Spurrier,7.8,0.5384615384615384
2008,Kansas State,36,198.72,5,15,0,3,True,26.25579481393718,-11.25579481393718,6.0,48.0,Big 12,5.0,7.0,12.0,Ron Prince,6.0,0.4166666666666667
2008,Wisconsin,37,192.63,14,60,4,3,True,25.172870856643534,34.827129143356466,10.5,31.0,Big Ten,7.0,6.0,13.0,Bret Bielema,10.5,0.5384615384615384
2008,Boston College,38,191.79,2,14,2,3,True,25.02350203494786,-11.02350203494786,11.0,29.0,ACC,9.0,5.0,14.0,Jeff Jagodzinski,11.0,0.6428571428571429
2008,Southern Miss,39,190.75,2,9,0,3,True,24.838569208086547,-15.838569208086549,3.1,55.0,Sun Belt,7.0,6.0,13.0,Larry Fedora,3.1,0.5384615384615384
2008,Penn State,40,189.29,10,25,0,3,True,24.578951970377396,0.4210480296226038,29.5,5.0,Big Ten,11.0,2.0,13.0,Joe Paterno,29.5,0.8461538461538461
2008,Maryland,41,186.96,3,7,0,3,True,24.164631310197727,-17.164631310197727,7.6,40.0,Big Ten,8.0,5.0,13.0,Ralph Friedgen,7.6,0.6153846153846154
2008,Michigan State,42,186.02,11,27,0,3,True,23.997480485919233,3.002519514080767,6.6,44.0,Big Ten,9.0,4.0,13.0,Mark Dantonio,6.6,0.6923076923076923
2008,Kansas,43,184.11,1,2,0,3,True,23.6578442365874,-21.6578442365874,16.0,23.0,Big 12,8.0,5.0,13.0,Mark Mangino,16.0,0.6153846153846154
2008,Rutgers,44,182.51,8,19,0,3,True,23.373332195262307,-4.373332195262307,2.4,57.0,Big Ten,8.0,5.0,13.0,Greg Schiano,2.4,0.6153846153846154
2008,BYU,45,176.15,1,7,1,3,True,22.242396830995048,-15.242396830995048,12.2,27.0,Big 12,10.0,3.0,13.0,Bronco Mendenhall,12.2,0.7692307692307693
2008,Louisville,46,175.97,4,9,0,3,True,22.210389226345978,-13.210389226345974,-3.0,76.0,ACC,5.0,7.0,12.0,Steve Kragthorpe,-3.0,0.4166666666666667
2008,Stanford,47,175.6,11,44,2,3,True,22.144595816789547,21.855404183210453,2.2,60.0,ACC,5.0,7.0,12.0,Jim Harbaugh,2.2,0.4166666666666667
2008,Purdue,48,171.26,4,15,1,3,True,21.372856904695222,-6.372856904695226,2.4,57.0,Big Ten,4.0,8.0,12.0,Joe Tiller,2.4,0.3333333333333333
2008,West Virginia,49,169.81,10,33,2,3,True,21.11501786724436,11.884982132755638,6.2,47.0,Big 12,9.0,4.0,13.0,Bill Stewart,6.2,0.6923076923076923
2008,Iowa,50,169.8,13,35,2,3,True,21.11323966698608,13.886760333013918,25.5,6.0,Big Ten,9.0,4.0,13.0,Kirk Ferentz,25.5,0.6923076923076923
2008,Georgia Tech,51,168.44,2,6,0,3,True,20.871404431859744,-14.871404431859744,8.6,35.0,ACC,9.0,4.0,13.0,Paul Johnson,8.6,0.6923076923076923
2008,Syracuse,52,166.43,7,26,2,3,True,20.513986179945093,5.486013820054907,-14.6,103.0,ACC,3.0,9.0,12.0,Greg Robinson,-14.6,0.25
2008,Mississippi State,53,165.14,10,35,2,3,True,20.284598346626737,14.715401653373265,-8.8,91.0,SEC,4.0,8.0,12.0,Sylvester Croom,-8.8,0.3333333333333333
2008,UCF,54,162.5,5,11,0,3,True,19.81515347844033,-8.81515347844033,-15.8,105.0,Big 12,4.0,8.0,12.0,George O'Leary,-15.8,0.3333333333333333
2008,Oregon State,55,162.02,6,18,0,3,True,19.729799866042804,-1.7297998660428036,14.2,25.0,Pac-12,9.0,4.0,13.0,Mike Riley,14.2,0.6923076923076923
2008,Virginia,56,158.94,3,8,0,3,True,19.182114186491994,-11.182114186491994,-0.6,67.0,ACC,5.0,7.0,12.0,Al Groh,-0.6,0.4166666666666667
2008,North Texas,57,158.8,0,0,0,3,True,19.15721938287605,-19.15721938287605,-30.9,120.0,American Athletic,1.0,11.0,12.0,Todd Dodge,-30.9,0.08333333333333333
2008,Baylor,58,157.42,10,39,4,3,True,18.911827747233147,20.088172252766853,4.0,53.0,Big 12,4.0,8.0,12.0,Art Briles,4.0,0.3333333333333333
2008,Iowa State,59,155.21,3,8,0,3,True,18.518845490152863,-10.518845490152865,-2.8,75.0,Big 12,2.0,10.0,12.0,Gene Chizik,-2.8,0.16666666666666666
2008,Kentucky,60,153.99,4,11,0,3,True,18.301905058642483,-7.301905058642483,-1.8,70.0,SEC,7.0,6.0,13.0,Rich Brooks,-1.8,0.5384615384615384
2008,Utah,61,152.27,5,15,1,3,True,17.996054614218004,-2.9960546142180036,18.2,19.0,Big 12,13.0,0.0,13.0,Kyle Whittingham,18.2,1.0
2008,Wake Forest,62,150.75,5,11,0,3,True,17.725768174959157,-6.725768174959157,6.4,45.0,ACC,8.0,5.0,13.0,Jim Grobe,6.4,0.6153846153846154
2008,Middle Tennessee,63,149.84,1,2,0,3,True,17.563951951455515,-15.563951951455516,-15.0,104.0,Conference USA,5.0,7.0,12.0,Rick Stockstill,-15.0,0.4166666666666667
2008,Marshall,64,147.08,3,12,0,3,True,17.073168680169722,-5.073168680169722,-4.2,82.0,Sun Belt,4.0,8.0,12.0,Mark Snyder,-4.2,0.3333333333333333
2008,Memphis,65,146.77,1,7,1,3,True,17.018044472162984,-10.018044472162984,-3.4,79.0,American Athletic,6.0,7.0,13.0,Tommy West,-3.4,0.46153846153846156
2008,Washington State,66,146.27,2,2,0,3,True,16.929134459248893,-14.929134459248893,-17.5,109.0,Pac-12,2.0,11.0,13.0,Paul Wulff,-17.5,0.15384615384615385
2008,Duke,67,145.79,1,1,0,3,True,16.84378084685136,-15.84378084685136,-6.7,85.0,ACC,4.0,8.0,12.0,David Cutcliffe,-6.7,0.3333333333333333
2008,Indiana,68,145.51,2,6,0,3,True,16.793991239619473,-10.793991239619473,-8.3,88.0,Big Ten,3.0,9.0,12.0,Bill Lynch,-8.3,0.25
2008,Troy,69,144.61,2,6,0,3,True,16.63395321637411,-10.63395321637411,5.0,49.0,Sun Belt,8.0,5.0,13.0,Larry Blakeney,5.0,0.6153846153846154
2008,Fresno State,70,143.22,4,9,0,3,True,16.386783380472927,-7.386783380472927,-3.5,80.0,Pac-12,7.0,6.0,13.0,Pat Hill,-3.5,0.5384615384615384
2008,Northwestern,71,141.43,2,2,0,3,True,16.06848553424048,-14.06848553424048,7.3,41.0,Big Ten,9.0,4.0,13.0,Pat Fitzgerald,7.3,0.6923076923076923
2008,Tulsa,72,137.2,1,1,0,3,True,15.316306824987256,-14.316306824987256,7.0,42.0,American Athletic,11.0,3.0,14.0,Todd Graham,7.0,0.7857142857142857
2008,Hawai'i,73,134.54,4,10,0,3,True,14.843305556284283,-4.8433055562842835,-7.6,87.0,Mountain West,7.0,7.0,14.0,Greg McMackin,-7.6,0.5
2008,TCU,74,133.71,9,19,0,3,True,14.695714934846892,4.304285065153108,19.2,16.0,Big 12,11.0,2.0,13.0,Gary Patterson,19.2,0.8461538461538461
2008,Texas Tech,75,131.78,1,1,0,3,True,14.352522284998496,-13.352522284998496,23.0,9.0,Big 12,11.0,2.0,13.0,Mike Leach,23.0,0.8461538461538461
2008,Vanderbilt,76,130.16,4,9,0,3,True,14.064453843156835,-5.064453843156835,-2.0,71.0,SEC,7.0,6.0,13.0,Bobby Johnson,-2.0,0.5384615384615384
2008,Houston,77,129.82,1,7,1,3,True,14.003995034375253,-7.003995034375253,6.4,45.0,Big 12,8.0,5.0,13.0,Kevin Sumlin,6.4,0.6153846153846154
2008,Temple,78,128.86,5,21,1,3,True,13.833287809580195,7.166712190419803,-9.4,93.0,American Athletic,5.0,7.0,12.0,Al Golden,-9.4,0.4166666666666667
2008,Toledo,79,128.48,0,0,0,3,True,13.765716199765484,-13.765716199765484,-11.4,98.0,Mid-American,3.0,9.0,12.0,Tom Amstutz,-11.4,0.25
2008,South Florida,80,128.07,6,12,0,3,True,13.69280998917593,-1.6928099891759292,8.0,38.0,American Athletic,8.0,5.0,13.0,Jim Leavitt,8.0,0.6153846153846154
2008,UConn,81,124.74,10,26,0,3,True,13.100669303168074,12.899330696831926,4.9,50.0,FBS Independents,8.0,5.0,13.0,Randy Edsall,4.9,0.6153846153846154
2008,Louisiana Tech,82,124.43,2,5,0,3,True,13.04554509516134,-8.045545095161339,-9.7,95.0,Conference USA,8.0,5.0,13.0,Derek Dooley,-9.7,0.6153846153846154
2008,San Diego State,83,123.85,9,24,0,3,True,12.94240948018099,11.05759051981901,-17.9,110.0,Pac-12,2.0,10.0,12.0,Chuck Long,-17.9,0.16666666666666666
2008,Florida International,84,123.67,4,11,0,3,True,12.91040187553192,-1.9104018755319192,-17.3,107.0,Conference USA,5.0,7.0,12.0,Mario Cristobal,-17.3,0.4166666666666667
2008,SMU,85,123.62,6,14,0,3,True,12.90151087424051,1.0984891257594906,-18.5,111.0,ACC,1.0,11.0,12.0,June Jones,-18.5,0.08333333333333333
2008,East Carolina,86,119.53,1,1,0,3,True,12.174226968603234,-11.174226968603234,1.3,64.0,American Athletic,9.0,5.0,14.0,Skip Holtz,1.3,0.6428571428571429
2008,Boise State,87,118.14,10,37,2,3,True,11.927057132702055,25.072942867297947,19.8,14.0,Pac-12,12.0,1.0,13.0,Chris Petersen,19.8,0.9230769230769231
2008,Ohio,88,117.01,2,2,0,3,True,11.726120503516208,-9.726120503516208,-9.3,92.0,Mid-American,4.0,8.0,12.0,Frank Solich,-9.3,0.3333333333333333
2008,Western Michigan,89,116.96,2,2,0,3,True,11.717229502224798,-9.717229502224798,-3.1,77.0,Mid-American,9.0,4.0,13.0,Bill Cubit,-3.1,0.6923076923076923
2008,UL Monroe,90,116.95,0,0,0,3,True,11.715451301966516,-11.715451301966516,-26.7,118.0,Sun Belt,4.0,8.0,12.0,Charlie Weatherbie,-26.7,0.3333333333333333
2008,Colorado State,91,114.44,0,0,0,3,True,11.269123037137772,-11.269123037137772,-3.3,78.0,Pac-12,7.0,6.0,13.0,Steve Fairchild,-3.3,0.5384615384615384
2008,Rice,92,113.79,4,9,0,3,True,11.153540020349457,-2.153540020349455,4.8,51.0,American Athletic,10.0,3.0,13.0,David Bailiff,4.8,0.7692307692307693
2008,Nevada,93,113.23,9,21,0,3,True,11.053960805885673,9.946039194114327,0.9,65.0,Mountain West,7.0,6.0,13.0,Chris Ault,0.9,0.5384615384615384
2008,Kent State,94,112.84,1,4,0,3,True,10.98461099581268,-6.9846109958126785,-8.5,89.0,Mid-American,4.0,8.0,12.0,Doug Martin,-8.5,0.3333333333333333
2008,Wyoming,95,110.78,1,3,0,3,True,10.618301742606617,-7.618301742606617,-14.5,102.0,Mountain West,4.0,8.0,12.0,Joe Glenn,-14.5,0.3333333333333333
2008,New Mexico,96,109.8,0,0,0,3,True,10.444038117294996,-10.444038117294996,-2.0,71.0,Mountain West,4.0,8.0,12.0,Rocky Long,-2.0,0.3333333333333333
2008,Akron,97,106.94,0,0,0,3,True,9.935472843426387,-9.935472843426387,-6.7,85.0,Mid-American,5.0,7.0,12.0,J.D. Brookhart,-6.7,0.4166666666666667
2008,UAB,98,105.82,1,1,0,3,True,9.73631441449882,-8.73631441449882,-10.3,96.0,American Athletic,4.0,8.0,12.0,Neil Callaway,-10.3,0.3333333333333333
2008,Miami (OH),99,105.2,2,5,0,3,True,9.626065998485346,-4.6260659984853465,-15.8,105.0,Mid-American,2.0,10.0,12.0,Shane Montgomery,-15.8,0.16666666666666666
2008,UNLV,100,104.57,0,0,0,3,True,9.514039382213593,-9.514039382213593,-12.4,99.0,Mountain West,5.0,7.0,12.0,Mike Sanford Sr.,-12.4,0.4166666666666667
2008,Central Michigan,101,100.63,1,7,1,3,True,8.813428480450542,-1.8134284804505416,-5.6,83.0,Mid-American,8.0,5.0,13.0,Butch Jones,-5.6,0.6153846153846154
2008,Tulane,102,97.06,0,0,0,3,True,8.178610988243923,-8.178610988243923,-17.4,108.0,American Athletic,2.0,10.0,12.0,Bob Toledo,-17.4,0.16666666666666666
2008,New Mexico State,103,92.38,3,5,0,3,True,7.346413267368019,-2.3464132673680194,-21.7,115.0,Conference USA,3.0,9.0,12.0,Hal Mumme,-21.7,0.25
2008,Cincinnati,104,90.28,6,22,0,3,True,6.9729912131288305,15.02700878687117,8.6,35.0,Big 12,11.0,3.0,14.0,Brian Kelly,8.6,0.7857142857142857
2008,Arkansas State,105,85.47,3,6,0,3,True,6.117676888895263,-0.1176768888952626,-9.5,94.0,Sun Belt,6.0,6.0,12.0,Steve Roberts,-9.5,0.5
2008,Ball State,106,85.39,0,0,0,3,True,6.103451286829008,-6.103451286829008,14.3,24.0,Mid-American,12.0,2.0,14.0,Brady Hoke,14.3,0.8571428571428571
2008,Ball State,106,85.39,0,0,0,3,True,6.103451286829008,-6.103451286829008,14.3,24.0,Mid-American,12.0,2.0,14.0,Stan Parrish,14.3,0.8571428571428571
2008,Idaho,107,83.12,4,7,0,3,True,5.69979982819903,1.30020017180097,-28.8,119.0,Big Sky,2.0,10.0,12.0,,,0.16666666666666666
2008,Louisiana,108,82.66,2,7,0,3,True,5.618002616318064,1.381997383681936,-11.1,97.0,Sun Belt,6.0,6.0,12.0,Rickey Bustle,-11.1,0.5
2008,San José State,109,77.78,1,1,0,3,True,4.7502408902765225,-3.7502408902765225,-13.2,100.0,Mountain West,6.0,6.0,12.0,Dick Tomey,-13.2,0.5
2008,Eastern Michigan,110,77.66,0,0,0,3,True,4.728902487177139,-4.728902487177139,-22.0,116.0,Mid-American,3.0,9.0,12.0,Jeff Genyk,-22.0,0.25
2008,Utah State,111,76.17,6,18,0,3,True,4.463950648693146,13.536049351306854,-18.9,112.0,Pac-12,3.0,9.0,12.0,Brent Guy,-18.9,0.25
2008,Bowling Green,112,71.09,1,1,0,3,True,3.5606249174859688,-2.5606249174859688,2.4,57.0,Mid-American,6.0,6.0,12.0,Gregg Brandon,2.4,0.5
2008,Navy,113,67.88,0,0,0,3,True,2.989822634577493,-2.989822634577493,-3.5,80.0,American Athletic,8.0,5.0,13.0,Ken Niumatalolo,-3.5,0.6153846153846154
2008,Buffalo,114,65.34,2,4,0,3,True,2.5381597689739053,1.4618402310260947,-14.4,101.0,Mid-American,8.0,6.0,14.0,Turner Gill,-14.4,0.5714285714285714
2008,Northern Illinois,115,64.56,1,1,0,3,True,2.399460148827922,-1.399460148827922,-1.6,69.0,Mountain West,6.0,7.0,13.0,Jerry Kill,-1.6,0.46153846153846156
2008,Army,116,57.21,0,0,0,3,True,1.0924829589907643,-1.0924829589907643,-20.3,113.0,American Athletic,3.0,9.0,12.0,Stan Brock,-20.3,0.25
2008,Air Force,117,23.97,0,0,0,3,True,-4.818254699538095,4.818254699538095,-0.7,68.0,Mountain West,8.0,5.0,13.0,Troy Calhoun,-0.7,0.6153846153846154
2008,Princeton,118,4.44,1,1,0,3,True,-8.29107980396254,9.29107980396254,,,,,,,,,
2009,LSU,1,293.15,23,93,5,3,True,43.047339852892655,49.952660147107345,23.0,8.0,SEC,9.0,4.0,13.0,Les Miles,23.0,0.6923076923076923
2009,USC,2,289.28,10,43,2,3,True,42.35917635293758,0.6408236470624189,16.6,22.0,Big Ten,9.0,4.0,13.0,Pete Carroll,16.6,0.6923076923076923
2009,Alabama,3,288.63,25,104,9,3,True,42.24359333614926,61.75640666385074,30.2,2.0,SEC,14.0,0.0,14.0,Nick Saban,30.2,1.0
2009,Georgia,4,283.72,17,49,2,3,True,41.37049700933288,7.62950299066712,19.1,15.0,SEC,8.0,5.0,13.0,Mark Richt,19.1,0.6153846153846154
2009,Ohio State,5,281.93,13,47,2,3,True,41.052199163100425,5.9478008368995745,21.0,12.0,Big Ten,11.0,2.0,13.0,Jim Tressel,21.0,0.8461538461538461
2009,Texas,6,277.12,6,19,1,3,True,40.19688483886686,-21.196884838866858,30.0,3.0,SEC,13.0,1.0,14.0,Mack Brown,30.0,0.9285714285714286
2009,Florida,7,270.42,14,49,3,3,True,39.00549066581802,9.994509334181975,32.8,1.0,SEC,13.0,1.0,14.0,Urban Meyer,32.8,0.9285714285714286
2009,Tennessee,8,264.62,8,28,2,3,True,37.97413451601455,-9.974134516014551,16.2,24.0,SEC,7.0,6.0,13.0,Lane Kiffin,16.2,0.5384615384615384
2009,Oklahoma,9,262.78,16,43,1,3,True,37.64694566849069,5.353054331509313,22.3,10.0,SEC,8.0,5.0,13.0,Bob Stoops,22.3,0.6153846153846154
2009,Michigan,10,262.72,8,21,1,3,True,37.636276466941005,-16.636276466941005,8.2,40.0,Big Ten,5.0,7.0,12.0,Rich Rodriguez,8.2,0.4166666666666667
2009,Florida State,11,259.63,22,75,4,3,True,37.08681258713191,37.91318741286809,8.8,37.0,ACC,7.0,6.0,13.0,Bobby Bowden,8.8,0.5384615384615384
2009,North Carolina,12,258.85,12,54,4,3,True,36.94811296698593,17.05188703301407,8.5,39.0,ACC,8.0,5.0,13.0,Butch Davis,8.5,0.6153846153846154
2009,UCLA,13,258.45,9,32,2,3,True,36.876984956654645,-4.8769849566546455,4.6,51.0,Big Ten,7.0,6.0,13.0,Rick Neuheisel,4.6,0.5384615384615384
2009,South Carolina,14,257.08,15,50,3,3,True,36.633371521270035,13.366628478729965,13.9,28.0,SEC,7.0,6.0,13.0,Steve Spurrier,13.9,0.5384615384615384
2009,Notre Dame,15,246.29,18,64,4,3,True,34.71469344258392,29.28530655741608,11.0,34.0,FBS Independents,6.0,6.0,12.0,Charlie Weis,11.0,0.5
2009,Miami,16,242.24,11,25,0,3,True,33.99452233797978,-8.994522337979781,25.0,6.0,ACC,9.0,4.0,13.0,Randy Shannon,25.0,0.6923076923076923
2009,Ole Miss,17,240.24,2,7,0,3,True,33.63888228632341,-26.63888228632341,16.7,21.0,SEC,9.0,4.0,13.0,Houston Nutt,16.7,0.6923076923076923
2009,Mississippi State,18,233.49,7,26,1,3,True,32.438597111983164,-6.438597111983164,4.7,49.0,SEC,5.0,7.0,12.0,Dan Mullen,4.7,0.4166666666666667
2009,Penn State,19,233.47,11,29,0,3,True,32.4350407114666,-3.4350407114665984,21.9,11.0,Big Ten,11.0,2.0,13.0,Joe Paterno,21.9,0.8461538461538461
2009,Arkansas,20,232.93,12,30,0,3,True,32.339017897519376,-2.3390178975193763,16.0,25.0,SEC,8.0,5.0,13.0,Bobby Petrino,16.0,0.6153846153846154
2009,Stanford,21,232.43,13,48,2,3,True,32.250107884605285,15.749892115394715,10.7,35.0,ACC,8.0,5.0,13.0,Jim Harbaugh,10.7,0.6153846153846154
2009,Michigan State,22,229.62,10,32,1,3,True,31.75043361202809,0.2495663879719103,8.7,38.0,Big Ten,6.0,7.0,13.0,Mark Dantonio,8.7,0.46153846153846156
2009,Auburn,23,226.93,6,26,2,3,True,31.272097742550272,-5.272097742550272,17.4,18.0,SEC,8.0,5.0,13.0,Gene Chizik,17.4,0.6153846153846154
2009,West Virginia,24,225.23,8,34,2,3,True,30.96980369864235,3.0301963013576483,13.8,29.0,Big 12,9.0,4.0,13.0,Bill Stewart,13.8,0.6923076923076923
2009,Virginia Tech,25,224.32,8,26,2,3,True,30.80798747513871,-4.8079874751387095,27.8,4.0,ACC,10.0,3.0,13.0,Frank Beamer,27.8,0.7692307692307693
2009,South Florida,26,222.52,4,8,0,3,True,30.487911428647976,-22.487911428647976,2.8,57.0,American Athletic,8.0,5.0,13.0,Jim Leavitt,2.8,0.6153846153846154
2009,Texas A&M,27,219.98,12,52,5,3,True,30.03624856304438,21.96375143695562,7.6,43.0,SEC,6.0,7.0,13.0,Mike Sherman,7.6,0.46153846153846156
2009,Illinois,28,214.15,8,34,2,3,True,28.999557812466072,5.000442187533928,-5.7,84.0,Big Ten,3.0,9.0,12.0,Ron Zook,-5.7,0.25
2009,Rutgers,29,214.01,8,19,0,3,True,28.97466300885012,-9.974663008850122,3.1,56.0,Big Ten,9.0,4.0,13.0,Greg Schiano,3.1,0.6923076923076923
2009,Oregon,30,212.76,13,40,2,3,True,28.75238797656489,11.24761202343511,22.4,9.0,Big Ten,10.0,3.0,13.0,Chip Kelly,22.4,0.7692307692307693
2009,Maryland,31,211.59,2,5,0,3,True,28.54433854634592,-23.54433854634592,-4.1,77.0,Big Ten,2.0,10.0,12.0,Ralph Friedgen,-4.1,0.16666666666666666
2009,Arizona State,32,211.24,5,16,0,3,True,28.48210153730605,-12.48210153730605,8.2,40.0,Big 12,4.0,8.0,12.0,Dennis Erickson,8.2,0.3333333333333333
2009,Virginia,33,210.97,5,11,0,3,True,28.434090130332443,-17.434090130332443,0.7,61.0,ACC,3.0,9.0,12.0,Al Groh,0.7,0.25
2009,Oklahoma State,34,209.57,5,24,3,3,True,28.18514209417298,-4.185142094172981,14.0,27.0,Big 12,9.0,4.0,13.0,Mike Gundy,14.0,0.6923076923076923
2009,Minnesota,35,209.2,2,8,0,3,True,28.11934868461655,-20.11934868461655,0.3,65.0,Big Ten,6.0,7.0,13.0,Tim Brewster,0.3,0.46153846153846156
2009,Clemson,36,207.86,13,47,2,3,True,27.88106985000679,19.11893014999321,16.4,23.0,ACC,9.0,5.0,14.0,Dabo Swinney,16.4,0.6428571428571429
2009,California,37,206.98,12,35,0,3,True,27.724588227277984,7.275411772722016,6.5,45.0,ACC,8.0,5.0,13.0,Jeff Tedford,6.5,0.6153846153846154
2009,Missouri,38,206.45,7,27,1,3,True,27.630343613589048,-0.6303436135890479,11.8,33.0,SEC,8.0,5.0,13.0,Gary Pinkel,11.8,0.6153846153846154
2009,Texas Tech,39,206.43,2,6,0,3,True,27.626787213072483,-21.626787213072483,24.6,7.0,Big 12,9.0,4.0,13.0,Mike Leach,24.6,0.6923076923076923
2009,Nebraska,40,201.57,9,22,0,3,True,26.762581887547505,-4.762581887547505,19.9,13.0,Big Ten,10.0,4.0,14.0,Bo Pelini,19.9,0.7142857142857143
2009,Georgia Tech,41,201.51,4,12,0,3,True,26.751912685997816,-14.751912685997816,9.7,36.0,ACC,11.0,3.0,14.0,Paul Johnson,9.7,0.7857142857142857
2009,Wisconsin,42,199.62,14,50,2,3,True,26.41583283718255,23.58416716281745,16.9,20.0,Big Ten,10.0,3.0,13.0,Bret Bielema,16.9,0.7692307692307693
2009,Pittsburgh,43,197.86,3,12,1,3,True,26.102869591724943,-14.102869591724946,17.9,17.0,ACC,10.0,3.0,13.0,Dave Wannstedt,17.9,0.7692307692307693
2009,TCU,44,196.02,5,15,1,3,True,25.77568074420108,-10.775680744201082,25.6,5.0,Big 12,12.0,1.0,13.0,Gary Patterson,25.6,0.9230769230769231
2009,Kansas,45,195.98,1,2,0,3,True,25.76856794316795,-23.76856794316795,8.0,42.0,Big 12,5.0,7.0,12.0,Mark Mangino,8.0,0.4166666666666667
2009,Utah,46,195.36,5,16,1,3,True,25.65831952715448,-9.658319527154482,15.1,26.0,Big 12,10.0,3.0,13.0,Kyle Whittingham,15.1,0.7692307692307693
2009,Kentucky,47,193.54,4,8,0,3,True,25.334687080147184,-17.334687080147184,2.1,59.0,SEC,7.0,6.0,13.0,Rich Brooks,2.1,0.5384615384615384
2009,NC State,48,192.15,9,23,0,3,True,25.08751724424601,-2.0875172442460084,0.6,62.0,ACC,5.0,7.0,12.0,Tom O'Brien,0.6,0.4166666666666667
2009,Colorado,49,188.77,5,12,0,3,True,24.486485556946747,-12.486485556946748,0.2,66.0,Big 12,3.0,9.0,12.0,Dan Hawkins,0.2,0.25
